ID,Año,Versión,Área,Promesa,Cumplimiento Total,Coherencia Total,,Boletín,Título del proyecto,Link,1° trámite,Veto,Insistencia,2°-3° trámite,Comisión Mixta,Tribunal Constitucional,Aprobación Presidencial,Promulgado,"Rechazado
/Retirado",Avance,Simple,Suma,Inmediata,Total,Marginal,Parcial Minima,Parcial alto,Total,"Escala de Coherencia
",Justificación,
58,2016,mayo,Educación,"Se eliminará la existencia de lucro con recursos públicos, por tanto, se dirigirá el financiamiento público únicamente a instituciones sin fines de lucro, que tengan como único fin la entrega de educación de calidad en el marco de un derecho social.",100%,4,,9366-04,"Regula la admisión de los y las estudiantes, elimina el financiamiento compartido y prohíbe el lucro en establecimientos educacionales que reciben aportes del Estado.",http://congresoabierto.cl/proyectos/9366-04,,,,,,,,1,,1,6,5,3,14,,,,1,4,"Ver Ley 20.845: http://www.leychile.cl/Navegar?idLey=20845&tipoVersion=0, ley de: DE INCLUSIÓN ESCOLAR QUE REGULA LA ADMISIÓN DE LOS Y LAS ESTUDIANTES, ELIMINA EL FINANCIAMIENTO COMPARTIDO Y PROHÍBE EL LUCRO EN ESTABLECIMIENTOS EDUCACIONALES QUE RECIBEN APORTES DEL ESTADO",
59,2016,junio,Educación,"Terminaremos gradualmente con el financiamiento compartido. (...) El fin del financiamiento compartido, junto con otros mecanismos de selección permitirán terminar con la segregación social en la educación financiada con recursos públicos.",100%,4,,9366-04,"Regula la admisión de los y las estudiantes, elimina el financiamiento compartido y prohíbe el lucro en establecimientos educacionales que reciben aportes del Estado.",http://congresoabierto.cl/proyectos/9366-04,,,,,,,,1,,1,6,5,3,14,,,,1,4,El proyecto crea un aporte por gratuidad y se elimina progresivamente el financiamiento compartido,
60,2016,julio,Educación,"Terminaremos con toda forma de selección a nivel de la escuela, tanto económica, social, académica y conductual.",100%,3,,9366-04,"Regula la admisión de los y las estudiantes, elimina el financiamiento compartido y prohíbe el lucro en establecimientos educacionales que reciben aportes del Estado.",http://congresoabierto.cl/proyectos/9366-04,,,,,,,,1,,1,6,5,3,14,,,1,,3,El proyecto prohíbe la selección salvo para los liceos con modalidad artística y para los emblemáticos en que se permite una selección del 20% de los alumnos de mejor rendimiento a partir de 7° básico,
61,2016,agosto,Educación,"La administración de los establecimientos municipales será reemplazada por una nueva institucionalidad pública, cuya estructura contempla la creación de un Servicio Nacional de Educación Pública descentralizado y Servicios Locales de Educación Pública, que mantengan la cercanía con la comunidad educativa. ",40%,4,,10368-04,Crea el Sistema de Educación Pública y modifica diversos cuerpos legales.,,1,,,,,,,,,"0,4",1,1,,2,,,,1,4,"creación de nueva institucionalidad, la Dirección de Educación Pública a cargo del ministerio de educación además de 67 servicios locales de educación pública descentralizados y municipales que se relacionarán con el Presidente através del ministerio de eduación",uw 
62,2016,septiembre,Educación,"Estableceremos una carrera docente que, entre otros aspectos, defina mejores remuneraciones; introduzca incentivos y aumente gradualmente el número de horas de la jornada laboral docente que se destine a trabajo fuera del aula. La carrera docente debe instalar el desarrollo profesional y el desempeño de calidad como elemento central de la carrera y debe establecer la reducción gradual del número máximo de estudiantes por curso en la educación subvencionada.",90%,3,,10008-04,Crea el Sistema de Desarrollo Profesional Docente y modifica otras normas,http://www.senado.cl/appsenado/templates/tramitacion/index.php#,,,,,,,1,,,"0,9",3,5,2,10,,,1,,3,pero no establece la reducción gradual del número máximo de estudiantes por curso en la educación subvencionada.,
63,2016,octubre,Educación,"Avanzaremos gradualmente en la gratuidad universal y efectiva de la educación superior, en un proceso que tomará 6 años.",100%,4,,10461-05,"Modifica la ley N° 20.882, de Presupuestos del sector público del año 2016",https://www.camara.cl/pley/pley_detalle.aspx?prmID=10879&prmBoletin=10461-05,,,,,,,,1,,1,,,,0,,,,1,4,Mediante Ley de Presupuesto para el 2016 se establece gratuidad para los estudiantes de universidades que se acojan al sistema de gratuidad y pertenezcan a los 5 primeros quintiles.,
64,2016,noviembre,Educación,"Modernizaremos la institucionalidad pública de la educación superior, creando la Subsecretaría de Educación Superior",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
65,2016,diciembre,Educación,"(...) la Superintendencia de Educación Superior, con competencias claras y recursos necesarios para cumplir sus funciones, en especial, la fiscalización del uso de los recursos públicos, velar que se cumpla la prohibición de lucro,",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
66,2016,enero,Educación,"y la Agencia de la Calidad de la Educación Superior, responsable de la acreditación y de velar por la calidad de la educación superior.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
67,2016,febrero,Educación,"Frente a situaciones observadas de inviabilidad y cierre de establecimientos de educación superior, el Ministerio de Educación dispondrá de los instrumentos necesarios que permitan garantizar la continuidad de estudios de todos los estudiantes involucrados.",100%,4,,9333-04,Crea el Administrador Provisional y Administrador de Cierre de Instituciones de Educación Superior y establece regulaciones en materia de administración provisional de sostenedores educacionales.,http://congresoabierto.cl/proyectos/9333-04,,,,,,,,1,,1,,12,1,13,,,,1,4,El proyecto establece y regula las figuras del Administrador Provisional y del Administrador con el objeto de resguardar el derecho a la educación de los y las estudiantes y garantizar el adecuado uso de los recursos,
68,2016,marzo,Educación,"Estableceremos un nuevo sistema de acreditación de instituciones de educación superior. La acreditación, tanto institucional como por carreras, será obligatoria para todas las instituciones de educación superior (Universidades, IP y CFT).",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
69,2016,abril,Educación,"Adicionalmente, crearemos universidades estatales regionales en donde actualmente no existen (Aysén y O´Higgins). En los primeros 100 días de Gobierno se enviará al Congreso el proyecto de ley de creación de estas nuevas universidades.",100%,4,,9405-04,Crea Universidad Estatal de la Región del Libertador General Bernardo O`Higgins y Universidad Estatal de la Región de Aysén del General Carlos Ibáñez del Campo. ,http://congresoabierto.cl/proyectos/9405-04,,,,,,,,1,,1,4,2,,6,,,,1,4,"Ver ley 20.842: http://www.leychile.cl/Navegar?idLey=20842&tipoVersion=0, ley que: CREA LAS UNIVERSIDADES ESTATALES DE LA REGIÓN DE O'HIGGINS Y DE LA REGIÓN DE AYSÉN",
70,2016,mayo,Educación,"Crearemos Centros de Formación Técnica públicos, que tendrán presencia en todas las regiones.",90%,4,,9766-04,Crea quince Centros de Formación Técnica estatales,http://congresoabierto.cl/proyectos/9766-04,,,,,,,1,,,"0,9",2,2,,4,,,,1,4,"El proyecto crea 15 Centros de Formación Técnica, uno por Región del país",
71,2016,junio,Energía,"Asimismo, impulsaremos la aprobación de una norma que facilite la implementación de la interconexión de los sistemas SIC y SING, como troncal de transmisión, en el menor de los plazos, en tanto se cumplan los requisitos técnicos, ambientales y económicos correspondientes.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
72,2016,julio,Energía,Mejor Regulación de la Transmisión Eléctrica. Realizaremos las modificaciones normativas necesarias para no desincentivar a empresas generadoras entrantes y promover la competencia que nos permita reducir los precios de la energía.,100%,4,,9515-08,"Introduce modificaciones a la ley General de Servicios Eléctricos, perfeccionando el  sistema de licitaciones de suministro eléctrico para clientes sometidos a regulaciones de precios.",http://congresoabierto.cl/proyectos/9515-08,,,,,,,,1,,1,2,7,1,10,,,,1,4,"El proyecto propone que las licitaciones de suministro eléctrico constituyan un mecanismo que garantice el suministro contratado de clientes regulados a precios competitivos, asegurando condiciones de eficiencia económica, competencia, seguridad y diversificación del sistema eléctrico, conforme la ley.",
73,2016,agosto,Energía,Complementaremos la ley de fomento a las ERNC con un esquema de licitaciones de energía de las empresas distribuidoras para su consumo regulado que faciliten la participación de ERNC y se pueda cumplir con la meta de 20% en el 2025 rebajando los costos marginales en el corto plazo,0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
74,2016,septiembre,Energía,"Incorporaremos en el subsidio habitacional un componente para sistemas que aprovechen la energía solar, ya sea para calentar agua o generación distribuida.",90%,4,,9628-08,"Modifica la ley N° 20.365, que Establece Franquicia Tributaria respecto de Sistemas Solares Térmicos; la ley General de Servicios Eléctricos y la ley que Crea la ENAP.",http://congresoabierto.cl/proyectos/9628-08,,,,,,,1,,,"0,9",3,2,,5,,,,1,4,"El proyecto establece diversos incentivos a la energía solar en viviendas, entre ellas, un subsidio directo para financiar la instalación de paneles solares térmicos en viviendas nuevas subsidiadas por el Estado",
75,2016,octubre,Energía,"Avanzaremos en una estrategia que lleve a incorporar decididamente a ENAP en la estrategia energética de Chile, la que debe incluir la capitalización de la empresa, la reforma al gobierno corporativo, la revisión del modelo de negocio, y los cambios en la ley de ENAP necesarios para permitir estas reformas.",40%,4,,10545-08,Establece un nuevo gobierno corporativo de la Empresa Nacional del Petróleo,,1,,,,,,,,,"0,4",1,,,1,,,,1,4,Proyecto de ley capitaliza ENAP por un monto de 400 millones de USD y moderniza su gobierno corporativo de acuerdo a estándares internacionales y a las normas vigentes en el país para otro tipo de sociedades.,
76,2016,noviembre,Energía,"En el sector eléctrico la Comisión Nacional de Energía (CNE) ha ejercido un rol cada vez más débil en su papel de regulador. Es urgente fortalecer a la CNE, en especial, fortaleciendo su capacidad reguladora.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
77,2016,diciembre,Energía,"Daremos seguimiento estrecho a la implementación de las medidas de mayor autonomía y profesionalización de los CDEC, e implementaremos aquellos cambios adicionales que se requieran.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
78,2016,enero,Equidad de Género,"Dentro de los primeros 100 días de Gobierno enviaremos al Congreso el proyecto de ley que crea el Ministerio de la Mujer, buscando situar la igualdad entre mujeres y hombres al más alto nivel en la agenda política.",90%,4,,9287-06,"Crea el Ministerio de la Mujer y la Equidad de Género, y modifica normas legales que indica.",http://congresoabierto.cl/proyectos/9287-06,,,,,,,1,,,"0,9",4,12,4,20,,,,1,4,Ver ley 20.820: http://www.leychile.cl/Navegar?idLey=20820&tipoVersion=0,
79,2016,febrero,Equidad de Género,"Esto incluye una ley de derechos sexuales y reproductivos acorde a las realidades y opciones de las personas; (...) y despenalización de la interrupción voluntaria del embarazo en caso de peligro de la vida de la madre, violación o inviabilidad del feto.",40%,4,,9895-11,Regula la despenalización de la interrupción voluntaria del embarazo en tres causales,http://congresoabierto.cl/proyectos/9895-11,1,,,,,,,,,"0,4",8,,,8,,,,1,4,"Se despenaliza el aborto en caso de peligro de la vida de la mujer embarazada, embrión o feto con alteración estructural congénita o genética incompatible con la vida extrauterina y embarazo producto de una violación",
80,2016,marzo,Equidad de Género,"Modificaremos la actual Ley de Violencia Intrafamiliar incorporando todo tipo de violencia de género, no sólo aquella que se vive dentro de las familias o entre cónyuges.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
81,2016,abril,Equidad de Género,Modificaremos la ley de igualdad de remuneraciones para hacerla efectiva,0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
82,2016,mayo,Equidad de Género,"Dispondremos medidas de participación equilibrada de mujeres y hombres en el Congreso, las directivas de los partidos políticos, las instituciones públicas, en cargos directivos y directorios de empresas con participación del Estado, en el gabinete ministerial y gobiernos regionales;",90%,3,#REF!,9326-07,Sustituye el sistema electoral binominal por uno de carácter proporcional inclusivo y fortalece la representatividad del Congreso Nacional,http://congresoabierto.cl/proyectos/9326-07,,,,,,,1,,,"0,9",4,11,4,19,,,1,,3,"Se establece una cuota de género, requiriendo a cada partido político, integre o no un pacto, que su nómina total de postulantes a la Cámara y al Senado cumpla el requisito de que ningún género esté representado por sobre 3/5 ni por debajo de los 2/5 del total. Complementariamente, establece un mayor aporte fiscal para los partidos en función del número de mujeres que elijan, tanto a la Cámara de Diputados como al Senado, ello para alentarlos a presentar candidatas. No se establecen estas medidas para otros órganos o instituciones además del Congreso Nacional.",
,2016,junio,Equidad de Género,,90%,3,#REF!,10154-07,Fortalece el carácter público y democrático de los partidos políticos y facilita su modernización.,http://www.senado.cl/appsenado/templates/tramitacion/index.php#,,,,,,,1,,,"0,9",,,,,,,1,,3,Se establece cuota de género en la composición de los órganos internos de los partidos políticos.,
83,2016,julio,Equidad de Género,"Adicionalmente, incorporaremos acciones afirmativas para la contratación femenina dentro de las políticas de selección del Sistema de Alta Dirección Pública.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
84,2016,agosto,Equidad de Género,"También en el ámbito de la calidad de vida, promoveremos en la actual normativa de vivienda mecanismos que faciliten el acceso igualitario de hombres y mujeres a los subsidios públicos.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
85,2016,septiembre,Desarrollo Social,"En materia legislativa, promoveremos una reforma a la Ley 20.609, de no discriminación, respondiendo a la demanda transversal de las organizaciones de la sociedad civil que intervinieron en su tramitación, de tal modo que no quede reducida simplemente a la consagración de una acción judicial, sino que se establezca el deber para el Estado de elaborar políticas públicas contra la discriminación, acciones afirmativas a favor de los grupos históricamente discriminados y medidas de reparación.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
86,2016,octubre,Desarrollo Social,"Junto a ello, evaluaremos una iniciativa en contra de la incitación al odio, que contemple todas las categorías establecidas en la actual ley de no discriminación.",40%,3,,7130-07,Tipifica el delito de incitación al odio racial y religioso,http://congresoabierto.cl/proyectos/7130-07,1,,,,,,,,,"0,4",10,10,,20,,,1,,3,"Tipifica el delito de incitación al odio pero no contempla todas las categorías de la Ley que Establece Medidas contra la Discriminación, tales como: la situación socioeconómica, el idioma, la opinión política, la sindicación o participación en organizaciones gremiales o la falta de ellas, la identidad de género, el estado civil, la edad, la filiación y la apariencia personal.",
87,2016,noviembre,Desarrollo Social,"Matrimonio igualitario: convocaremos a un debate abierto, con participación amplia para la elaboración y posterior envío de un proyecto de ley en esta materia.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
88,2016,diciembre,Desarrollo Social,"Promoveremos la tramitación de la ley de identidad de género, que se encuentra en trámite, respondiendo a la necesidad de consagrar legalmente el derecho a la identidad de género, y estableciendo un procedimiento judicial, de acuerdo a normas internacionales suscritas por nuestro país, que permita a las personas trans adecuar su nombre y sexo registral de acuerdo a su propia identidad de género.",40%,4,,8924-07,Reconoce y da protección al derecho a la identidad de género,http://congresoabierto.cl/proyectos/8924-07,1,,,,,,,,,"0,4",3,11,,14,,,,1,4,Se establece el derecho reconocimiento y protección de la Identidad de Género y un procedimiento para adecuar nombre y sexo a dicha identidad,
89,2016,enero,Infancia y Jóvenes,"Enviaremos un proyecto de Ley de Protección Integral a los Derechos de la Infancia y la Adolescencia, marco jurídico de reconocimiento de todos los derechos consagrados en la Convención de derechos del Niño y establecimiento de garantías a todos los niños, niñas y adolescentes, sin discriminación alguna. Se establecerán los mecanismos de exigibilidad de los derechos. Esta Ley derogará la actual Ley de Menores, N° 16.628.",40%,3,,10315-18,Sistema de garantías de los derechos de la niñez,,1,,,,,,,,,"0,4",4,2,,6,,,1,,3,ley de coherencias que busca proteger integralmente los derechos de los niños reconocidos por al constitución tales como provición de servicios y ley de garantías aunque se centra únicamente en los niños sin incluir a los adolescentes de manera explicita,
90,2016,febrero,Infancia y Jóvenes,"Implicará reformar (...) la Ley N°20.032, fortaleciendo las competencias del Estado para una actuación efectiva y eficaz en materia de protección especial",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
91,2016,marzo,Infancia y Jóvenes,"(...) transformado al SENAME en el Servicio Nacional de Protección de Menores, dependiente del Ministerio de Desarrollo Social",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
92,2016,abril,Infancia y Jóvenes,Implicará reformar (...) la Ley N° 19.620 que dicta normas sobre adopción de menores. La actual ley de Adopción presenta vacíos que ponen en disputa el interés superior del niño y otros intereses.,40%,4,,9119-18,Reforma integral al sistema de adopción en Chile,http://congresoabierto.cl/proyectos/9119-18,1,,,,,,,,,"0,4",3,3,,6,,,,1,4,"Se presentan indicaciones al proyecto donde se establece que la adopción tiene por objeto velar por el interés superior del adoptado, y amparar su derecho a vivir y desarrollarse en el seno de una familia que le brinde el afecto y le procure los cuidados tendientes a satisfacer sus necesidades espirituales y materiales, cuando ello no le pueda ser proporcionado por su familia de origen.",
93,2016,mayo,Infancia y Jóvenes,Definiremos una Política de Fortalecimiento de la Capacidad Parental de la familia,0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
94,2016,junio,Infancia y Jóvenes,Fortaleceremos el Subsistema de Protección de Infancia Chile Crece Contigo,0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
95,2016,julio,Infancia y Jóvenes,Crearemos en el Ministerio de Desarrollo Social una Subsecretaría de la Juventud.,0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
96,2016,agosto,Justicia y DDHH,"Impulsaremos un Nuevo Sistema de Asistencia Jurídica para Chile. El objetivo de un nuevo sistema de asistencia jurídica debe ser asegurar servicios jurídicos preventivos, de asesoría en asuntos jurídicos y de representación en juicio, para personas que no pueden financiarlos total o parcialmente, de una calidad equivalente a los que se pueden procurar las personas que cuentan con los recursos para ello.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
97,2016,septiembre,Justicia y DDHH,"Al respecto, impulsaremos la discución en torno al gobierno judicial, con una amplia participación de este poder. También sobre una carrera judicial alineada con nuevos incentivos, de modo que responda a la diversidad y complejidad de los cambios que Chile demanda en acceso a la justicia, transparencia, rendición de cuentas y equidad.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
98,2016,octubre,Justicia y DDHH,"Continuaremos adelante con el proceso de Reforma a la Justicia Civil, con un horizonte de mediano plazo, promoviendo, un reordenamiento de competencias, tanto a nivel local como de jueces de letras",70%,4,,8197-07,Establece el nuevo Código Procesal Civil,http://congresoabierto.cl/proyectos/8197-07,,,,1,,,,,,"0,7",,4,,4,,,,1,4,El proyecto crea un nuevo Código Procesal Civil consagrando el acceso ciudadano a un sistema procesal civil moderno ,
99,2016,noviembre,Justicia y DDHH,"Como resultado de un nuevo mapa de las competencias de la Justicia Civil debemos hacernos cargo del diseño de una nueva judicatura, priorizando la creación de una nueva justicia local verdaderamente independiente de los gobiernos comunales.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
100,2016,diciembre,Justicia y DDHH,"Nos haremos cargo de implementar una reforma al Sistema de Notarios, Conservadores de Bienes Raíces y Archiveros, cuya institucionalidad es anacrónica, y se organiza como una fuente de excesivo lucro personal, no asignado en razón de mérito, que además provee servicios muchas veces ineficientes y de alto costo para la ciudadanía.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
101,2016,enero,Justicia y DDHH,"Otra iniciativa relevante será eliminar discriminaciones contra la mujer, sustituyendo la sociedad conyugal por una comunidad de bienes, fundada en la igualdad y en la protección del patrimonio familiar; consagrando en todo matrimonio una responsabilidad común y efectiva frente a las deudas familiares; y, modificando la regulación de la compensación económica.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
102,2016,febrero,Justicia y DDHH,"Dentro del ámbito de la protección de las familias y la eliminación de discriminaciones propiciaremos una regulación legal que permita, sin discriminación, proteger patrimonialmente a los convivientes que no opten por el matrimonio u otra forma de regulación civil, en particular al menos favorecido en términos patrimoniales o previsionales, en caso de ruptura o muerte.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
103,2016,marzo,Justicia y DDHH,"El Acuerdo de Vida en Pareja (AVP), propuesto por el actual gobierno, es insuficiente y no constituye un mecanismo de solución “integral” a los problemas de las uniones heterosexuales y homosexuales. Por ello, para las parejas que no optan por el matrimonio propiciaremos una regulación alternativa, que otorgue derechos y protección integral a los convivientes en sus relaciones mutuas personales y patrimoniales.",100%,4,,7011-07,Regula la figura contractual denominada Acuerdo de Vida en Común,http://congresoabierto.cl/proyectos/7011-07,,,,,,,,1,,1,3,16,2,21,,,,1,4,"El proyecto tiene como objeto homologar, en la mayor cantidad de casos posibles, a los cónyuges con los convivientes civiles.",
104,2016,abril,Justicia y DDHH,"Buscaremos se sancione directamente el incumplimiento de medidas de protección en caso de violencia intrafamiliar y que el delito de maltrato habitual sea debidamente juzgado,",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
105,2016,mayo,Justicia y DDHH,"En el ámbito del Derecho Penal, impulsaremos una revisión integral de la legislación penal vigente, sin perjuicio de lo cual nos haremos cargo de reformas urgentes, especialmente en el ámbito de los delitos económicos, frente a la premisa de superar el paradigma de una legislación anclada en una visión clasista y estereotipada de la delincuencia. La sanción penal de la colusión constituye un claro ejemplo en esa línea.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
106,2016,junio,Justicia y DDHH,"Especializaremos todos los órganos de la justicia penal de adolescentes (policía, jueces, fiscales y defensores), mediante su capacitación y formación profesional, la creación por ley de incentivos de carrera para la dedicación exclusiva o preferente, y la orientación de metas e indicadores hacia el favorecimiento del proceso de reinserción y el respeto de los derechos y garantías de los adolescentes.",100%,2,,9529-07,"Modifica la ley N° 19.718, que crea la Defensoría Penal Pública, con el objeto de crear cargos para la defensa penal especializada en adolescentes.",http://congresoabierto.cl/proyectos/9529-07,,,,,,,,1,,1,,9,,9,,1,,,2,"El proyecto permite la provisión de defensa penal especializada de adolescentes, no obstante no hace referencia a la modificación del sistema judicial, de fiscales y de policía. Ver http://www.leychile.cl/Navegar?idLey=20802&tipoVersion=0",
107,2016,julio,Medio Ambiente,"En materia de fortalecimiento institucional, es necesario evaluar el Sistema de Evaluación de Impacto Ambiental (SEIA,) a la luz de los objetivos iniciales que nos movieron a presentar la reforma a la institucionalidad ambiental en nuestro Gobierno, e impulsaremos con decisión los cambios necesarios que aseguren a todos los ciudadanos, organizaciones y empresarios, una institucionalidad validada desde el punto de vista técnico.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
108,2016,agosto,Medio Ambiente,"Asimismo, reforzaremos la Superintendencia del Medio Ambiente dándole presencia organizada en cada región del país.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
109,2016,septiembre,Medio Ambiente,"Estableceremos los mecanismos institucionales y recursos para la entrega efectiva de orientación, mediación y defensa ambiental ciudadana, que facilite la solución de problemas ambientales locales.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
110,2016,octubre,Medio Ambiente,"Completaremos la reforma ambiental iniciada en el período 2006-2010 (...) tramitando el proyecto de ley que crea el Servicio de Biodiversidad y Áreas Protegidas, que definirá las categorías de protección y establecerá los rangos de prohibiciones y limitaciones de actividades para cada una de ellas, fortaleciendo la protección de la biodiversidad, que no sólo se restringe a las áreas protegidas.",40%,4,,9404-12,Crea el Servicio de Biodiversidad y Áreas Protegidas y el Sistema Nacional de Áreas Protegidas.,http://congresoabierto.cl/proyectos/9404-12,1,,,,,,,,,"0,4",21,,1,22,,,,1,4,"El proyecto crea el Servicio de Biodiversidad y Áreas Protegidas con funciones tales como administrar el Sistema Nacional de Áreas Protegidas y elaborar y ejecutar estudios y programas de investigación, conducentes a conocer el estado de la biodiversidad, entre otras.",
111,2016,noviembre,Medio Ambiente,Estudiaremos una solución al estatuto jurídico que debe tener CONAF.,0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
112,2016,diciembre,Medio Ambiente,Aceleraremos la elaboración y revisión de normas de emisión de aire así como de normas de calidad.,0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
113,2016,enero,Medio Ambiente,"En materia de ruidos aplicaremos y perfeccionaremos la normativa que se vulnera con mucha frecuencia, y exigiremos su cumplimiento con firmeza.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
114,2016,febrero,Medio Ambiente,"En materia de olores tenemos herramientas que nos permiten actuar desde ya, pero iniciaremos aceleradamente el proceso de elaboración de la normativa pendiente.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
115,2016,marzo,Medio Ambiente,"Sobre residuos, daremos prioridad a proponer y tramitar una ley general de residuos. No soluciona el tema la normativa parcial y dispersa que tenemos hoy. Requerimos una ley integral. Buscaremos eliminar las barreras que hoy existen para que se puedan aplicar las mejores tecnologías disponibles y ya probadas en el mundo.",100%,3,#REF!,7908-15,Sanciona el transporte de desechos hacia vertederos clandestinos,http://congresoabierto.cl/proyectos/7908-15,,,,,,,,1,,1,9,,,9,,,1,,3,"Sanciona el transporte de deshechos hacia vertederos clandestinos, pero no constituye una ley integral en materia de deshechos. Ver ley 20.879: http://www.leychile.cl/Navegar?idLey=20879&tipoVersion=0",
,2016,abril,Medio Ambiente,,70%,4,#REF!,9094-12,Establece marco para la gestión de residuos y responsabilidad extendida del productor,http://congresoabierto.cl/proyectos/9094-12,,,,1,,,,,,"0,7",12,7,3,22,,,,1,4,"El objetivo del proyecto es incentivar la prevención en la generación de residuos y fomentar su reutilización, reciclaje y otro tipo de valorización, a fin de proteger la salud de las personas y el medio ambiente.",
116,2016,mayo,Minería,"La institucionalidad del Estado en el sector minero requiere una modernización para enfrentar el desarrollo del sector. Fortaleceremos al Ministerio de Minería, en especial en recursos humanos y personal técnico calificado.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
117,2016,junio,Minería,"Ante el incremento de la inversión estatal en proyectos mineros, fortaleceremos a COCHILCO con mayores atribuciones para cumplir a cabalidad su rol de resguardo de los intereses del Estado en sus empresas mineras, por medio de la fiscalización y evaluación de inversiones y contratos.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
118,2016,julio,Minería,"Adicionalmente, realizaremos un fortalecimiento institucional del SERNAGEOMIN para que desarrolle su labor de control de la seguridad en las faenas mineras.",100%,2,,9624-08,"Modifica la ley N° 20.551, que Regula el Cierre de Faenas e Instalaciones Mineras, y el decreto ley N° 3.525, de 1980, que crea el Sernageomin.",http://congresoabierto.cl/proyectos/9624-08,,,,,,,,1,,1,,10,,10,,1,,,2,El proyecto perfecciona la forma de cálculo de la vida útil de los proyectos mineros y en relación al SERNAGEOMIN lo faculta para exigir la entrega de información geológica básica de carácter general y establece sanción de multa en caso de incumplimiento. No hay más normas relativas al fortalecimiento de dicho Servicio. Ver ley 20819: http://www.leychile.cl/Navegar?idLey=20819&tipoVersion=0,
119,2016,agosto,Minería,"Además, revalorizaremos el rol de la Empresa Nacional de Minería (ENAMI) (...). Su actual estructura corporativa le dificulta mostrar eficiencia en su función, por lo que estableceremos un gobierno corporativo moderno.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
120,2016,septiembre,Minería,"Estudiaremos y aplicaremos nuevas normas para el perfeccionamiento del sistema de concesiones mineras, de forma que este fomente la exploración y no se constituya en una potencial barrera a la entrada de nuevos actores.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
121,2016,octubre,Estado,"Avanzaremos en la profesionalización de las dirigencias deportivas, con mayores exigencias de control y transparencia en el manejo de recursos.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
122,2016,noviembre,Estado,"Crearemos la Agencia de Concesiones, con personalidad jurídica propia, competencias y atribuciones. Esta agencia asesorará a los distintos ministerios, servicios y municipalidades que requieran ejecutar proyectos mediante el mecanismo de concesiones.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
123,2016,diciembre,Estado,"Para ello crearemos la Dirección Nacional de Evaluación, que tendrá la misión de contribuir al mejoramiento continuo de la calidad de las políticas, programas y proyectos públicos, a través de la incorporación de procesos de evaluación que asesoren la toma de decisiones.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
124,2016,enero,Estado,"Para ello, evaluaremos la institucionalización de la negociación colectiva en el sector público, estudiando mecanismos que se hagan cargo de sus especiales particularidades.",0%,1,,,,,,,,,,,,,,0,,,,0,,,,,1,,
