uid,area,titulo,promesa,avance_total,boletin,titulo_proyecto,link,1° tramite,veto,insistencia,2°-3° tramite,comision_mixta,tribunal_constitucional,aprobacion_presidencial,promulgado,rechazado/retirado,nombre_avance,avance,simple,suma,inmediata,total_urgencias,ja_porque
83,Educación,Renovacion al sistema curricular,"Estableceremos un nuevo sistema de renovación del currículum que avance hacia un diseño más flexible, con participación de las comunidades educativas, sensible a la diversidad territorial y cultural del país (con especial atención a las escuelas y liceos rurales), y a las temáticas emergentes como el enfoque de género, el multiculturalismo y la educación ambiental. Ello incluye reformular las instituciones e instancias a cargo del diseño curricular.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
84,Educación,Reemplazo del sistema de evaluación nacional,"Reemplazaremos el sistema de evaluación nacional con foco en las pruebas estandarizadas, el control y las sanciones, por un sistema de acompañamiento con sentido formativo, sin consecuencias asociadas a resultados de aprendizaje, centrado en el profesionalismo docente, el mejoramiento continuo y el aprendizaje integral. Para ello se diseñará un modelo multinivel: nacional, local del sostenedor y aula.",40%,15715-04,Consolida el sistema de reconocimiento y promoción del desarrollo profesional docente como único sistema general de evaluación y fortalece los procesos de inducción y acompañamiento,https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06,1,,,,,,,,,Primer Tramite,"0,4",,1,,1,#REF!
85,Educación,Nuevo sistema de financiamiento público de los establecimientos educacionales,"Continuaremos removiendo las dinámicas de mercado de la educación, para ello propondremos un nuevo sistema de financiamiento público de los  establecimientos educacionales, que no se base en promover la competencia, sino en garantizar el derecho a una buena educación, haga justicia con
la educación rural y de zonas aisladas, la educación de adultos y aulas hospitalarias, y logre una mejor regulación de la oferta educativa local; además, reforzaremos el término del lucro en la educación subvencionada por el Estado.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
86,Educación,"Ley de
educación sexual integral ","Impulsaremos una ley de educación sexual integral en todos los niveles de la enseñanza como pilar de una educación igualitaria que reconozca la diversidad sexual, cuestione los estereotipos de género, y enseñe los derechos sexuales y reproductivos de las personas.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
87,Educación,"Modificacion a la
normativa de los Proyectos de Integración (PIE)","Modificaremos la normativa de los Proyectos de Integración (PIE) para transitar desde un financiamiento individual por niño, basado en diagnósticos clínicos,
hacia un financiamiento basal, con equipos multidisciplinarios que permita una pedagogía y evaluación diferenciada. Proponemos ampliar el PIE con énfasis en la educación Técnico Profesional y mejorar los apoyos hacia estos estudiantes en la realización de sus prácticas y la continuidad de los estudios entre el nivel secundario y terciario.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
88,Educación,Fortalecimiento a la Ley de Inclusión Escolar,"Fortaleceremos la Ley de Inclusión Escolar, expandiendo la gratuidad y aumentando la diversidad y mixtura socioeconómicas en las aulas, y promoviendo las transformaciones pedagógicas y culturales que requieren las comunidades educativas como base de una sociedad plural, inclusiva y democrática.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
89,Educación,Condonación universal de las deudas educativas,"Proponemos la condonación universal de las deudas educativas a través de un esquema de pagos a largo plazo por parte del Estado, donde la gradualidad  sea soportada por las instituciones financieras y no por las personas endeudadas.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
90,Educación,Fin al CAE,"Pondremos fin al CAE y crearemos un nuevo sistema único de créditos que será transitorio, hasta alcanzar la gratuidad universal. Será público, solidario, sin interés, sin participación de los bancos y no reproducirá los abusos del CAE.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
91,Educación,Mejoras política de gratuidad en educación,"Se revisará y mejorará la política de gratuidad, especialmente en cuanto a su regulación, cobertura y requisitos institucionales, junto a las demás políticas de  financiamiento a la educación superior, fortaleciendo la asignación de recursos basales a instituciones públicas, con foco en descentralización, en el sistema técnico profesional y con perspectiva de género. Asimismo se reforzarán los instrumentos de apoyo a la manutención de estudiantes.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
92,Educación,Financiamiento para todas las modalidades de educación especial,"En el contexto de la reforma al financiamiento escolar, modificaremos el financiamiento asociado a todas las modalidades de educación especial (escuelas especiales de discapacidad, escuelas especiales de lenguaje, programas de integración escolar y escuelas hospitalarias), asegurando que se entregue en función de los apoyos necesarios para una educación integral e inclusiva y no de la matrícula o asistencia.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
93,Energia,Cooperativas y empresas energéticas regionales,Vamos a fomentar cooperativas y empresas energéticas regionales con foco en un desarrollo económico local y sustentable.,0%,,,,,,,,,,,,,,0,,,,0,#REF!
94,Equidad de Género,Paridad en directorios de fondos de capital,"Avanzaremos hacia la paridad de género en los directorios de los fondos de capital de riesgo (Venture capital) recibiendo apoyo o garantía estatal, además de incentivar la paridad de género en todos los fondos para reducir el sesgo en las evaluaciones de inversión.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
95,Equidad de Género,Rediseño de los subsidios laborales,"Rediseño de los subsidios laborales con un fuerte enfoque en el trabajo femenino, y de los programas de cuidados que apoyen la inserción laboral de las mujeres. Tendremos en consideración tanto los cambios que ha experimentado el mundo del trabajo a propósito de la crisis sanitaria como los diversos instrumentos que ha utilizado el Estado para generar más empleo, para redirigirlos según las necesidades del mercado laboral actual y procurando la creación de empleos de calidad.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
96,Equidad de Género,Sistema Nacional de Cuidados (SNC) ,"Establecerá un Sistema Nacional de Cuidados (SNC) que coordine con perspectiva feminista, intersectorial y comunitaria diferentes espacios institucionales bajo los principios del cuidado como un derecho social y humano, de acceso universal. Proponemos transitar desde el sistema de cuidados actual, que descansa exclusivamente en la familia y especialmente sobre las mujeres, hacia uno de corresponsabilidad social de los cuidados, que involucre a los hogares, las comunidades y el Estado.",0%,,,,,,,,,,,,,,0,,,,,
97,Equidad de Género,Cupo Laboral Trans,"Impulsaremos el Cupo Laboral Trans, garantizando su empleabilidad en al menos un 1% en sector público.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
98,Equidad de Género,Modificar la ley de identidad de género,Modificaremos la ley de identidad de género para permitir el cambio de nombre y sexo registral a menores de 14 años y establecer el procedimiento administrativo como norma general.,0%,,,,,,,,,,,,,,0,,,,0,#REF!
99,Equidad de Género,Ley Integral de Violencia de Género,"Impulsaremos una Ley Integral de Violencia de Género que aborde la violencia más allá del actual concepto “intrafamiliar”, que cumpla con los estándares de la Convención de Belém do Pará y armonice las herramientas jurídicas para la erradicación, investigación, sanción y reparación de la violencia.",70%,11077-07,Sobre el derecho de las mujeres a una vida libre de violencia,https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06#,,,,1,,,,,,Segundo Tramite,"0,7",7,9,2,18,#REF!
100,Equidad de Género,Formación obligatoria de todos los funcionarios del Estado en perspectiva de género ,"Impulsaremos una ley para la formación obligatoria de todos los funcionarios del Estado en perspectiva de género de la función pública, lo que contribuirá a erradicar la violencia institucional de género.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
101,Estado,"Empresa
nacional de litio","Se promoverá la creación de una empresa nacional de litio que desarrolle una nueva industria nacional de este recurso estratégico, con protagonismo
de las comunidades y agregando valor a la producción.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
102,Estado,Obligación de organismos públicos de entregar información al SII ,"Establecer por ley la obligación de organismos públicos (Aduanas, CMF, UAF, PDI, Banco Central, entre otros) de entregar al SII información necesaria para la fiscalización tributaria cuando lo requiera, a pesar de carácter reservado.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
103,Estado,Acceso a secreto bancario,"Facultar al SII para que acceda de manera expedita y periódica a información sujeta a reserva o secreto bancario que sea necesaria para el control de la evasión y la elusión, en línea con el estándar OCDE.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
104,Estado,Límite cargos de confianza,Ministras y ministros y otros directivos tendrán un límite en sus equipos de apoyo de confianza.,0%,,,,,,,,,,,,,,0,,,,,
105,Estado,Facultades Contraloría,"Trabajaremos para fortalecer políticas de prevención de la corrupción a nivel local, evaluando cambios a las facultades de la Contraloría en materia de fiscalización.",0%,,,,,,,,,,,,,,0,,,,,
106,Estado,Reforma ChileCompra,"Dotar a ChileCompra de facultades normativas, mejorar el sistema de fiscalización, ampliar el Tribunal de Contratación Pública reforzando su estructura orgánica y presupuesto, y avanzar hacia una digitalización total del sistema de compras públicas.Finalmente, impulsaremos un registro de de las personas jurídicas de los beneficiarios finales, para identificar si
el mismo grupo empresarial oferta más de una vez en una compra pública con distintas razones sociales, lo que permite alterar de manera artificial el resultado de la licitación en beneficio de ese ofertante.",70%,14137-05,"Moderniza la ley N°19.886 y otras leyes, para mejorar la calidad del gasto público, aumentar los estándares de probidad y transparencia e introducir principios de economía circular en las compras del Estado",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=13802-03#,,,,1,,,,,,Segundo Tramite,"0,7",4,1,,5,#REF!
107,Estado,Modernizar la Ley de Transparencia,"Modernización de la Ley de Transparencia y Acceso a la Información Pública dotando de mayor autonomía al Consejo para la Transparencia, terminando con los nombramientos políticos de las consejeras y consejeros, resguardando que
no tengan conflictos de intereses y aplicando el sistema de ADP y la vinculación con el mundo académico. Se propone aumentar su composición a un número impar –de cuatro a siete consejeros y consejeras–, además de dedicación exclusiva a la labor del CPLT. Por último, haremos un análisis técnico de la pertinencia de establecer en la Ley de Transparencia nuevas categorías de obligatoriedad de publicación, como por ejemplo los correos electrónicos de funcionarias/os públicos: con la instalación de la ley se ha demostrado que son una importante fuente de información en investigaciones de malas prácticas y corrupción.",70%,12100-07,"Modifica la ley N°20.285, Sobre Acceso a la Información Pública",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12100-07,,,,1,,,,,,Segundo Tramite,"0,7",,,1,1,#REF!
108,Estado,Modernizar la ley de lobby,"Proponemos modernizar la ley de lobby, mejorándola en materia de control, involucrando no sólo a las autoridades (sujetos pasivos) sino al lobista y a las empresas que contratan lobby para reforzar el control social y disminuir los ámbitos de opacidad de este tipo de actividades.Revisaremos y perfeccionaremos el régimen de sanciones especiales de la Ley de Lobby (Congreso, Banco Central, Ministerio Público, Poder Judicial) en caso de incumplirse las obligaciones de las autoridades involucradas, para mejorar el control y fiscalización de órganos que han visto mermada la confianza ciudadana sobre su quehacer.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
109,Estado,Ley Ficha Limpia de Candidatos,"Proyecto de ley para una Ficha Limpia de Candidatos, para que no vuelva a ocurrir que, como en las elecciones  municipales de 2021, candidaturas formalizadas por casos de corrupción u otro tipo de delitos puedan presentarse libremente a elecciones e incluso resultar electos, cosa que hoy la ley electoral permite.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
110,Estado,Eliminar delegado presidencial,"Enviaremos un proyecto de ley para eliminar la figura del delegado presidencial, debido a su redundancia con el rol de  gobernador o gobernadora regional, la que genera ambigüedades administrativas e incluso obstrucciones al legítimo ejercicio de funciones de las y los gobernadores.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
111,Estado,Fortalecer los Gobiernos Regionales en decisiones ambientales,"Fortaleceremos a los Gobiernos Regionales en el ámbito de la regulación y planificación medioambiental, además de los recursos hídricos y la recolección y tratamiento de residuos. Además, legislaremos para que la Comisión Regional de Evaluación Ambiental sea presidida por los y las Gobernadores Regionales. Serán ellos, y no el Delegado Presidencial, quien tendrá las mayores potestades en la entrega de las Resoluciones de Calificación Ambiental.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
112,Estado,Fortalecimiento de los municipios,"Fortalecer el rol de los municipios, tanto en atribuciones como en materia fiscal.
",0%,,,,,,,,,,,,,,0,,,,0,#REF!
113,Estado,Reforma del financiamiento municipal ,"Enviaremos un proyecto de ley de reforma del financiamiento municipal que, dentro de las medidas, aumentará el aporte fiscal al Fondo Común Municipal en más de un 1000%, permitiendo así que todos los municipios puedan implementar políticas de acción directa como crear farmacias o inmobiliarias populares, lo que mejorarará la vida de los vecinos y  vecinas. Así también, permitiría la capacidad de endeudarse hasta en un 10% de los ingresos totales por un periodo o más, con la aprobación del Concejo Municipal y el COSOC (Ley 20.500), con el fin exclusivo de financiar proyectos de inversión orientados al desarrollo comunal, con garantía estatal.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
114,Estado,Gestión dotación municipal,"Permita a los gobiernos locales gestionar de manera autónoma la dotación de recursos humanos requerida, teniendo como base el PLADECO actualizado y definiendo la organización, cargos, perfiles y remuneraciones de acuerdo a las condiciones de cada municipio, en un marco de respeto de los derechos de las y los funcionarios municipales, una vez en cada periodo y con aprobación del Concejo Municipal.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
115,Estado,Reformar las Corporaciones Municipales,"Promoveremos una reforma al funcionamiento de las Corporaciones Municipales, no sólo en términos de sus recursos públicos, si no también la transparencia de donaciones privadas.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
116,Infancia y Juventud,"Fondo estatal para el pago de
pensiones alimenticias","Se establecerá un fondo estatal para el pago de pensiones alimenticias adeudadas, y que sea el Estado el que persiga al deudor.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
117,Infancia y Juventud,Participación NNA,"Se revisará, con participación de niñas, niños y adolescentes, la normativa general y sectorial, para garantizar su participación efectiva, el derecho a ser oído y el acceso a la información en las distintas fases, poderes del Estado, instrumentos y temáticas de las políticas públicas a nivel nacional, regional y local. Esta revisión se acompañará con un impulso a la creación e incidencia de los centros de  estudiantes en las decisiones de sus comunidades educativas.",0%,,,,,,,,,,,,,,0,,,,,
118,Infancia y Juventud,"Mayores facultades para la Defensoría
de la Niñez",Consolidaremos la implementación de la Defensoría de la Niñez junto a un potenciamiento de sus facultades.,0%,,,,,,,,,,,,,,0,,,,0,#REF!
119,Infancia y Juventud,"Ley Integral contra la Violencia
a la Niñez","Presentaremos una Ley Integral contra la Violencia a la Niñez que ajuste nuestra legislación para la protección efectiva de la niñez contra toda forma de violencia, ya sea familiar, social, digital o estatal. Esta ley considerará mecanismos efectivos de prevención y coordinación entre instituciones para la detección temprana, la denuncia, la derivación y la reparación.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
120,Infancia y Juventud,Fin a sename,"Terminaremos con la lógica del SENAME, derogando la actual Ley de Subvenciones para pasar a un sistema de  financiamiento estable de red de instituciones de calidad",100%,11174-07,"Crea el Servicio Nacional de Reinserción Social Juvenil e introduce modificaciones a la ley N° 20.084, sobre responsabilidad penal de adolescentes, y a otras normas que indica.",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11174-07,,,,,,,,1,,Promulgado,1,2,16,5,23,#REF!
121,Infancia y Juventud,Reformulación a la adopción ,"Reformulando la ley de adopción para fortalecer el cuidado alternativo, potenciando principalmente las familias de acogida, poniendo a niños y niñas en el centro y evitando la sobreintervención.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
122,Justicia y Derechos Humanos,Someter los delitos tributarios al tratamiento de los delitos económicos,"Someter los delitos tributarios al tratamiento de los delitos económicos, en línea con el proyecto de ley que actualmente se discute en el Congreso.",70%,13205-07,"Sistematiza los delitos económicos y atentados contra el medio ambiente, modifica diversos cuerpos legales que tipifican delitos contra el orden socioeconómico, y adecua las penas aplicables a todos ellos ",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06#,,,,1,,,,,,Segundo Tramite,"0,7",,,,0,#REF!
123,Justicia y Derechos Humanos,Dejar sin efecto el Decreto Ley de Amnistía N° 2.191,Revisaremos la fórmula adecuada para dejar sin efecto el Decreto Ley de Amnistía N° 2.191 para cumplir con la recomendación de los órganos internacionales de derechos humanos.,0%,,,,,,,,,,,,,,0,,,,0,#REF!
124,Justicia y Derechos Humanos,Pensiones de reparación a las víctimas de la dictadura,"Reajustarán los montos de las diversas pensiones de reparación de las víctimas de prisión política y tortura, de familiares de personas ejecutadas y/o desaparecidas y de las personas exoneradas políticas. También se eliminará la incompatibilidad existente entre diferentes tipos de pensiones.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
125,Justicia y Derechos Humanos,Reparación integral por violación de DDHH,"Promoveremos normas legales y administrativas que aseguren la reparación integral de todas las personas vulneradas en sus DDHH, especialmente las víctimas con daños físicos irreversibles, las víctimas de lesiones oculares, las víctimas de violencia sexual y los familiares de víctimas de homicidio.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
126,Justicia y Derechos Humanos,Regulación uso de la fuerza de Carabineros,Regulación legal del uso de la fuerza y una formación transversal en DDHH.,0%,,,,,,,,,,,,,,0,,,,0,#REF!
127,Justicia y Derechos Humanos,Amnistía revuelta social,"Apoyaremos el proyecto de ley de indulto para quienes injustificadamente siguen privados de libertad, además de quitar las querellas por ley de seguridad interior del Estado interpuestas en ese período.",40%,13941-17,Concede indulto general por razones humanitarias a las personas que indica y por los delitos que señala.,https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=13941-17,1,,,,,,,,,Primer Tramite,"0,4",1,3,,4,#REF!
128,Justicia y Derechos Humanos,Protección defensoras de DDHHs," Instauraremos un estatuto de protección reforzada de los derechos de defensores y defensoras, que considerará especialmente su resguardo en contexto de manifestaciones y la adopción de medidas de protección por parte del Ministerio Público en casos de ataques o amenazas.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
129,Justicia y Derechos Humanos,Nueva ley de sitios de memoria,"Avanzaremos en la promoción y preservación de la memoria, de espacios de conciencia y sitios de memoria con una nueva ley de sitios de memoria que permita su recuperación y patrimonialización expedita, aplicable tanto a espacios que hoy están reconocidos como lugares de tortura/exterminio –en dictadura y otros momentos de la historia pasada y reciente– como a aquellos que aún no lo han sido.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
130,Justicia y Derechos Humanos,Sistema Nacional de Apoyos Públicos,Para avanzar en la transversalidad de enfoque en torno a la discapacidad y poner fin a la interdicción crearemos un Sistema Nacional de Apoyos Públicos que garantice la plena capacidad jurídica de las personas con discapacidad que lo requieran.,0%,,,,,,,,,,,,,,0,,,,,
131,Justicia y Derechos Humanos,Adecuación de normas a estandares de DDHH,"Impulsaremos leyes que reconozcan el derecho a manifestarse y la derogación de leyes represivas, tales como las normas que regulan el control de identidad
preventivo, la ley antibarricadas y la Ley de Seguridad del Estado",0%,,,,,,,,,,,,,,0,,,,0,#REF!
132,Justicia y Derechos Humanos,Reformar la legislación antiterrorista,Reformar la legislación antiterrorista para que esté acorde a las exigencias del derecho internacional de los DDHH.,0%,,,,,,,,,,,,,,0,,,,0,#REF!
133,Justicia y Derechos Humanos,Ley de debida diligencia en DD.HH. para las empresas,"Impulsaremos mecanismos de rendición de cuentas corporativas y reparación de daños. Estos mecanismos serán transparentes y se harán cargo de las asimetrías que hoy impiden a las personas acceder adecuadamente a la justicia cuando sus conflictos son con empresas. Tomaremos las medidas necesarias para que el Estado a través de su potestad regulatoria pueda cumplir con su rol efectivo de protección a las personas en casos de impactos negativos sobre sus DD.HH. producto de las acciones u omisiones de empresas.En particular, presentaremos un proyecto de ley en el que se regulará la debida diligencia
en DD.HH. para las empresas que operen en Chile y para las empresas de propiedad chilena con operaciones extraterritoriales.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
134,Justicia y Derechos Humanos,Defensoría del Pueblo u Ombudsperson,"Impulsaremos una legislación que establezca la figura autónoma de la Defensoría del Pueblo u Ombudsperson, estableciendo un amplio mandato para la protección y promoción de los derechos humanos, así como de capacidades específicasreferidas a los grupos de especial protección, las que se ejercerán a través de defensorías temáticas cuyosintegrantes cuenten con inmunidad. Procuraremos que la institucionalidad vigente durante nuestro Gobierno pueda ejercer debidamente sus atribuciones y tenga recursos suficientes para cumplir con su mandato.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
135,Justicia y Derechos Humanos,Sustituir la Ley 18.314 Antiterrorista ,"Sustituir la Ley 18.314 Antiterrorista por una normativa que resguarde la vida democrática de las amenazas organizadas reales contra la vida e integridad de las personas, y ajustada a los estándares internacionales de derechos humanos, de manera de excluir su utilización como herramienta de persecución política.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
136,Justicia y Derechos Humanos,Ley de Libertad de Culto ,"Perfeccionaremos la Ley de Libertad de Culto en un proceso participativo que incluya a todas las tradiciones religiosas y espirituales, incluyendo las cosmovisiones de los pueblos originarios. Asimismo, promovemos que la Oficina Nacional de Asuntos Religiosos (ONAR) sea una instancia representativa y promotora de todas las expresiones religiosas y  espirituales del país, garantizando la igualdad jurídica entre ellas y terminando estructuras que establezcan privilegios a ciertos credos.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
137,Justicia y Derechos Humanos,Modernización sistema notarial,"Se avanzará en una reforma al sistema notarial y registral, que modernice los mismos y que los sujete a estrictos criterios de transparencia y probidad.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
138,Justicia y Derechos Humanos, Servicio Nacional de Acceso a la Justicia y la Defensoría de Víctimas de Delitos,"Se presentarán las indicaciones necesarias al Proyecto de Ley que crea el Servicio Nacional de Acceso a la Justicia y la Defensoría de Víctimas de Delitos y se evaluará la necesidad de fortalecimiento a Unidades de Víctimas y Testigos de las fiscalías, entre otras medidas.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
139,Justicia y Derechos Humanos,Ley Sayén,"Incorporar enfoque de género, promoviendo la aprobación de la Ley Sayén, para postergar el cumplimiento de penas privativas de libertad y la improcedencia de la prisión preventiva para mujeres embarazadas o que tengan hijos menores a los 3 años. De esta forma, se terminará con las secciones materno infantiles en cárceles, que actualmente alojan a niños y niñas hasta los 2 años.",40%,11073-07,"Modifica el Código Procesal Penal en materia de procedencia de la prisión preventiva y de suspensión de ejecución de la sentencia, respecto de mujeres embarazadas o que tengan hijos o hijas menores de tres años.",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11073-07,1,,,,,,,,,Primer Tramite,"0,4",5,5,,10,#REF!
140,Justicia y Derechos Humanos,Comisión Calificadora Permanente de DDHH,"La conformación de una Comisión Calificadora Permanente que permita revisar los casos de violaciones de derechos y víctimas de homicidios, torturas y desapariciones ocurridas en la dictadura cívico militar.",0%,,,,,,,,,,,,,,0,,,,,
141,Justicia y Derechos Humanos,Acción penal pública,"Para que todos los delitos se persigan por igual eliminaremos el monopolio administrativo en el ejercicio de la acción penal para delitos graves en materia tributaria, legislación electoral, de libre competencia y otras. Estableceremos reglas de coordinación entre los entes administrativos y penales para que los casos que una institución conoce puedan ser conocidos mediante la misma prueba por otras.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
142,Justicia y Derechos Humanos,Delitos de empresas,"Modernización de los delitos y sistema de penas y sanciones asociadas a la criminalidad económica, y endurecemos las sanciones frente a infracciones normativas de las empresas.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
143,Justicia y Derechos Humanos,Mejoras a Sernac,"Eliminaremos los obstáculos para que el SERNAC y organizaciones de consumidores puedan ejercer acciones judiciales en contra de agentes económicos que se desenvuelven en sectores regulados por leyes especiales (telefonía, servicios sanitarios, Isapres, seguros, etc.) Se dotará también a este organismo de mayores recursos y atribuciones, y se  fomentará una mayor coordinación entre los organismos sectoriales y el SERNAC, a fin de que se detecten y sancionen efectivamente las infracciones en materia de protección al consumidor, y no queden en un “limbo normativo” en que ninguna autoridad se hace cargo.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
144,Justicia y Derechos Humanos,Eliminación del traspaso automático de la cobranza extrajudicial y judicial al consumidor,"Avanzaremos en establecer equidad en la distribución de los costos asociados a las operaciones de crédito, regulando también los espacios de arbitrariedad: proponemos la eliminación del traspaso automático y permitido por ley de la cobranza extrajudicial e incluso a veces la judicial, al consumidor. Estos gastos, así como cualquier otro perjuicio que el acreedor sufra deba ser acreditado ante Tribunales para ser “compensados”, como es la regla general en materia civil. Regularemos estrictamente las cláusulas de aceleración, que son aquellas que le permiten a los acreedores cobrar el total de la deuda por el atraso de una sola cuota",0%,,,,,,,,,,,,,,0,,,,0,#REF!
145,Justicia y Derechos Humanos,Modificar la ley de insolvencia,"Modificaremos sustantivamente la ley de insolvencia, en particular lo que dice relación con la quiebra personal para que a través de este instrumento –u otro que pueda perfeccionarse– se permita el cumplimiento de las obligaciones pero de  manera ordenada y no abusiva",90%,13802-03,"Moderniza los procedimientos concursales contemplados en la ley N°20.720, y crea nuevos procedimientos para micro y pequeñas empresas",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=13802-03,,,,,,1,,,,Tribunal Constitucional,"0,9",5,9,,14,#REF!
146,Medio Ambiente,"Ley Marco de Economía Circular
y Gestión de Residuos ","Profundizaremos el marco normativo que hoy entrega la Ley de Responsabilidad Extendida del Productor a través de una Ley Marco de Economía Circular y Gestión de Residuos que, al incorporar el enfoque de ciclo de vida.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
147,Medio Ambiente,"Servicio de Biodiversidad y Áreas
Protegidas (SBAP)",Impulsaremos la tramitación expedita del proyecto de ley que crea el Servicio de Biodiversidad y Áreas Protegidas (SBAP),70%,9404-12,Crea el Servicio de Biodiversidad y Áreas Protegidas y el Sistema Nacional de Áreas Protegidas.,https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06#,,,,1,,,,,,Segundo Tramite,"0,7",11,4,4,19,#REF!
148,Medio Ambiente,"Protección
a los defensores ambientales","Asimismo, desarrollaremos políticas de protección a los defensores ambientales que vean vulnerados sus derechos como consecuencia de su  oposición a proyectos de inversión.",0%,,,,,,,,,,,,,,0,,,,0,#REF!
149,Medio Ambiente,Sistema Nacional de Centros de Rescate y Rehabilitación de Fauna Silvestre,"En materia de fauna, proponemos la creación de un Sistema Nacional de Centros de Rescate y Rehabilitación de Fauna Silvestre, vinculado al Ministerio del Medio Ambiente",0%,,,,,,,,,,,,,,0,,,,0,#REF!
150,Medio Ambiente,Participación en sistema de evaluación de impacto ambiental,Reforma al sistema de evaluación de impacto ambiental (SEIA) que fortalezca la participación de las comunidades y reconozca la vocación y características del territorio.,0%,,,,,,,,,,,,,,0,,,,,
151,Medio Ambiente,"Sistema Integrado
de Observación del Océano",Impulsaremos la creación de un Sistema Integrado de Observación del Océano que mejore nuestra comprensión y capacidad de predicción de los cambios ambientales y la adaptación al cambio climático. ,0%,,,,,,,,,,,,,,0,,,,0,#REF!
152,Medio Ambiente,Cambios a la Ley 20.380,Propondremos cambios a la Ley 20.380 sobre Protección a los Animales,0%,,,,,,,,,,,,,,0,,,,0,#REF!
153,Medio Ambiente,Modificacion ley N°20.962 ,"
También propondremos modificaciones de la Ley N°20.962 que aplica la Convención CITES.",70%,13205-07,"Sistematiza los delitos económicos y atentados contra el medio ambiente, modifica diversos cuerpos legales que tipifican delitos contra el orden socioeconómico, y adecua las penas aplicables a todos ellos",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10314-06#,,,,1,,,,,,Segundo Tramite,"0,7",12,2,,14,#REF!
154,Medio Ambiente,Evaluación de impacto ambiental,"En materia de Evaluación de Impacto Ambiental, legislaremos para considerar las intervenciones que hacen los proyectos productivos  silvoagropecuarios, diferenciando los requisitos de la gran industria y de los pequeños productores. ",0%,,,,,,,,,,,,,,0,,,,0,#REF!
155,Medio Ambiente,Leña como combustible,"Impulsaremos el proyecto de ley que declara la leña como combustible y una política orientada al uso responsable de leña calificada, incorporando a la cadena productiva.",100%,13664-08,Regula los biocombustibles sólidos,https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=13802-03#,,,,,,,,1,,Promulgado,1,,12,5,17,#REF!
156,Medio Ambiente,Fuentes de financiamiento para i+d en agua,Generaremos fuentes de financiamiento para apoyar iniciativas de desarrollo e investigación de técnicas o tecnologías que permitan utilizar el agua considerando de forma efectiva la protección de los ecosistemas.,0%,,,,,,,,,,,,,,0,,,,0,#REF!
