uid,area,titulo,promesa,avance_total,boletin,titulo_proyecto,link,1° tramite,veto,insistencia,2°-3° tramite,comision_mixta,tribunal_constitucional,aprobacion_presidencial,promulgado,rechazado/retirado,nombre_avance,avance,simple,suma,inmediata,total_urgencias,ja_porque
63,Economía y Comercio,Incremento al impuesto específico a los combustibles,"Incrementar gradualmente el impuesto específico a los combustibles a 7 UTM/m3 en promedio a nivel nacional, considerando para estos efectos el impuesto óptimo que internalice las externalidades ambientales. Eliminar las exenciones para industrias y transporte.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
64,Economía y Comercio,Impuesto a la primera venta de autos,Aumentar y ampliar la cobertura del impuesto a la primera venta de automóviles.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
65,Economía y Comercio,Impuesto al plástico,Introducir un impuesto ad valorem al plástico de envases y embalajes y el plástico contenido en los principales productos de plásticos desechados  comercializados.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
66,Economía y Comercio,Reformar la Norma General Antielusión,"Reformar la Norma General Antielusión, mejorando su redacción y facultando al SII para aplicarla administrativamente, siguiendo la tendencia mundial en esta materia.",100%,16621-05,"Dicta normas para asegurar el cumplimiento de las obligaciones tributarias dentro del Pacto por el Crecimiento Económico, el Progreso Social y la Responsabilidad Fiscal",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=16621-05,,,,,,,,1,,Promulgado,1,,1,,1,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
67,Economía y Comercio,Denunciante anónimo tributario,"Consagrar la figura del denunciante anónimo tributario, semejante a lo que ya existe en la regulación del mercado financiero.",100%,16621-05,"Dicta normas para asegurar el cumplimiento de las obligaciones tributarias dentro del Pacto por el Crecimiento Económico, el Progreso Social y la Responsabilidad Fiscal",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=16621-05,,,,,,,,1,,Promulgado,1,,1,,1,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
68,Economía y Comercio,Obligacion de informar inversiones en paraísos tributarios,Restablecer y reforzar obligaciones de informar inversiones en paraísos tributarios y otro tipo de instrumentos híbridos tales como trusts.,100%,16621-05,"Dicta normas para asegurar el cumplimiento de las obligaciones tributarias dentro del Pacto por el Crecimiento Económico, el Progreso Social y la Responsabilidad Fiscal",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=16621-05,,,,,,,,1,,Promulgado,1,,1,,1,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
69,Economía y Comercio,Registro de beneficiarios finales,"Además, asegurar al SII el registro de beneficiarios efectivos (finales), en línea con las recomendaciones de la OCDE para Chile.",40%,16475-05,Crea un Registro Nacional de Personas Beneficiarias Finales,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=16475-05,1,,,,,,,,,Primer Tramite,"0,4",2,,,2,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
70,Economía y Comercio,Modelo de cumplimiento normativo forzoso,Focalizaremos esfuerzos en la prevención a través de un modelo de cumplimiento normativo forzoso para empresas cuyos incumplimientos sean sistemáticos y demuestren una deficiente cultura  corporativa.,40%,16271-03,"Mejora la protección de los derechos de las personas consumidoras en el ámbito de sus intereses individuales fortaleciendo al Servicio Nacional del Consumidor, y establece otras modificaciones que indica","http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=16271-03
",1,,,,,,,,,Primer Tramite,"0,4",2,6,,,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
71,Economía y Comercio,Fortalecer la Unidad de Análisis Financiero,Fortalecimiento de las competencias de la Unidad de Análisis Financiero (una UAF “con dientes”).,40%,15975-25,Crea el Subsistema de Inteligencia Económica y establece otras medidas para la prevención y alerta de actividades que digan relación con el crimen organizado,https://tramitacion.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=15975-25,1,,,,,,,,,Primer Tramite,"0,4",,,,0,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
72,Economía y Comercio,Ley de Rentas Regionales,"Convocaremos un proceso de elaboración de un proyecto de Ley de Rentas Regionales para avanzar en autonomía  financiera y equidad territorial. Este proyecto debiese incorporar: a) el fortalecimiento del Fondo Nacional de Desarrollo Regional (FNDR), y el rediseño de sus criterios de distribución incorporando un aporte basal para el desarrollo territorial y b) la generación de un Fondo de Equidad Territorial, adicional y complementario al FNDR, con foco en las zonas  rezagadas, las zonas extremas, y la vulnerabilidad socio-ecológica (ej. zonas de sacrificio, entre otras).",40%,15921-05,"Dicta normas sobre financiamiento regional, descentralización fiscal y responsabilidad fiscal regional",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=15921-05,1,,,,,,,,,Primer Tramite,"0,4",9,5,,14,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
73,Educación,Diseño de los Servicios Locales,"Haremos adecuaciones al diseño de los Servicios Locales para aumentar la eficiencia de su planificación y gestión presupuestaria, aumentar su dotación profesional efectiva, y mejorar la representatividad, participación y relevancia de los actores locales y educacionales en su gobierno (corrigiendo la actual disparidad entre el Consejo Local de Actores y el Consejo Directivo Local).",40%,16705-04,"Modifica la ley N° 21.040 y otros cuerpos legales, complementando las normas sobre administración e instalación del Sistema de Educación Pública",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=17280&prmBOLETIN=16705-04,1,,,,,,,,,Primer Tramite,"0,4",,8,,8,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
74,Educación,Fin la doble evaluación docente,"Terminaremos con la doble evaluación docente y promoveremos una cultura de trabajo escolar que se base en el profesionalismo colectivo docente, reforzando el trabajo entre pares, la autonomía profesional y el Consejo de Profesores, y combatiendo las prácticas que desprofesionalizan y agobian a las y los docentes.",100%,15715-04,Consolida el sistema de reconocimiento y promoción del desarrollo profesional docente como único sistema general de evaluación y fortalece los procesos de inducción y acompañamiento,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=15715-04,,,,,,,,1,,Promulgado,1,,,,0,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
75,Educación,Fin lucro en educación técnico-profesional,Nos comprometemos con el fin al lucro en la educación superior técnico-profesional.,40%,17169-04,"Crea un Nuevo Instrumento de Financiamiento Público para Estudios de Nivel Superior y un Plan de Reorganización y Condonación de Deudas Educativas
",https://www.camara.cl/legislacion/proyectosdeley/tramitacion.aspx?prmID=17792&prmBOLETIN=17169-04,1,,,,,,,,,Primer Tramite,"0,4",,,,0,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
76,Educación,"Equiparar el financiamiento de los
establecimientos que reciben aportes del
Estado","La Educación Parvularia pública mantiene inequidades que requieren ser superadas con urgencia. Nuestro compromiso es avanzar en equiparar el financiamiento de los establecimientos que reciben aportes del Estado. Ello permitirá mejorar las condiciones de funcionamiento y la calidad pedagógica, sumado a un plan para la obtención del Reconocimiento Oficial de los establecimientos públicos.Lo propuesto anteriormente implicará que la figura de los establecimientos (VTF), como tal, se transforma. Pasarán a ser salas cunas y jardines de la educación pública, supervisadas y asesoradas a nivel local, con un financiamiento estable y significativamente mayor.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
77,Educación,Renovacion al sistema curricular,"Estableceremos un nuevo sistema de renovación del currículum que avance hacia un diseño más flexible, con participación de las comunidades educativas, sensible a la diversidad territorial y cultural del país (con especial atención a las escuelas y liceos rurales), y a las temáticas emergentes como el enfoque de género, el multiculturalismo y la educación ambiental. Ello incluye reformular las instituciones e instancias a cargo del diseño curricular.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
78,Educación,Reemplazo del sistema de evaluación nacional,"Reemplazaremos el sistema de evaluación nacional con foco en las pruebas estandarizadas, el control y las sanciones, por un sistema de acompañamiento con sentido formativo, sin consecuencias asociadas a resultados de aprendizaje, centrado en el profesionalismo docente, el mejoramiento continuo y el aprendizaje integral. Para ello se diseñará un modelo multinivel: nacional, local del sostenedor y aula.",100%,15715-04,Consolida el sistema de reconocimiento y promoción del desarrollo profesional docente como único sistema general de evaluación y fortalece los procesos de inducción y acompañamiento,"http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=15715-04
",,,,,,,,1,,Promulgado,1,,1,,1,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
79,Educación,Nuevo sistema de financiamiento público de los establecimientos educacionales,"Continuaremos removiendo las dinámicas de mercado de la educación, para ello propondremos un nuevo sistema de financiamiento público de los  establecimientos educacionales, que no se base en promover la competencia, sino en garantizar el derecho a una buena educación, haga justicia con
la educación rural y de zonas aisladas, la educación de adultos y aulas hospitalarias, y logre una mejor regulación de la oferta educativa local; además, reforzaremos el término del lucro en la educación subvencionada por el Estado.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
80,Educación,"Ley de
educación sexual integral ","Impulsaremos una ley de educación sexual integral en todos los niveles de la enseñanza como pilar de una educación igualitaria que reconozca la diversidad sexual, cuestione los estereotipos de género, y enseñe los derechos sexuales y reproductivos de las personas.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
81,Educación,Condonación universal de las deudas educativas,"Proponemos la condonación universal de las deudas educativas a través de un esquema de pagos a largo plazo por parte del Estado, donde la gradualidad  sea soportada por las instituciones financieras y no por las personas endeudadas.",40%,17169-04,Crea un Nuevo Instrumento de Financiamiento Público para Estudios de Nivel Superior y un Plan de Reorganización y Condonación de Deudas Educativas,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=17169-04,1,,,,,,,,,Primer Tramite,"0,4",,,,0,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
82,Educación,Fin al CAE,"Pondremos fin al CAE y crearemos un nuevo sistema único de créditos que será transitorio, hasta alcanzar la gratuidad universal. Será público, solidario, sin interés, sin participación de los bancos y no reproducirá los abusos del CAE.",40%,17169-04,Crea un Nuevo Instrumento de Financiamiento Público para Estudios de Nivel Superior y un Plan de Reorganización y Condonación de Deudas Educativas,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=17169-04,1,,,,,,,,,Primer Tramite,"0,4",,,,0,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
83,Educación,Mejoras política de gratuidad en educación,"Se revisará y mejorará la política de gratuidad, especialmente en cuanto a su regulación, cobertura y requisitos institucionales, junto a las demás políticas de  financiamiento a la educación superior, fortaleciendo la asignación de recursos basales a instituciones públicas, con foco en descentralización, en el sistema técnico profesional y con perspectiva de género. Asimismo se reforzarán los instrumentos de apoyo a la manutención de estudiantes.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
84,Equidad de Género,Paridad en directorios de fondos de capital,"Avanzaremos hacia la paridad de género en los directorios de los fondos de capital de riesgo (Venture capital) recibiendo apoyo o garantía estatal, además de incentivar la paridad de género en todos los fondos para reducir el sesgo en las evaluaciones de inversión.",70%,15516-34,Establece un mecanismo para aumentar la participación de mujeres en los directorios de las sociedades anónimas abiertas y sociedades anónimas especiales,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=15516-34,,,,1,,,,,,Segundo Tramite,"0,7",,,,0,El proyecto de ley asociado se encuentra en Segundo Tramite constitucional
85,Equidad de Género,Rediseño de los subsidios laborales,"Rediseño de los subsidios laborales con un fuerte enfoque en el trabajo femenino, y de los programas de cuidados que apoyen la inserción laboral de las mujeres. Tendremos en consideración tanto los cambios que ha experimentado el mundo del trabajo a propósito de la crisis sanitaria como los diversos instrumentos que ha utilizado el Estado para generar más empleo, para redirigirlos según las necesidades del mercado laboral actual y procurando la creación de empleos de calidad.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
86,Equidad de Género,Sistema Nacional de Cuidados (SNC) ,"Establecerá un Sistema Nacional de Cuidados (SNC) que coordine con perspectiva feminista, intersectorial y comunitaria diferentes espacios institucionales bajo los principios del cuidado como un derecho social y humano, de acceso universal. Proponemos transitar desde el sistema de cuidados actual, que descansa exclusivamente en la familia y especialmente sobre las mujeres, hacia uno de corresponsabilidad social de los cuidados, que involucre a los hogares, las comunidades y el Estado.",40%,16905-31,Reconoce el derecho al cuidado y crea el Sistema Nacional de Apoyos y Cuidados,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=16905-31,1,,,,,,,,,Primer Tramite,"0,4",,,,,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
87,Equidad de Género,Cupo Laboral Trans,"Impulsaremos el Cupo Laboral Trans, garantizando su empleabilidad en al menos un 1% en sector público.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
88,Equidad de Género,Modificar la ley de identidad de género,Modificaremos la ley de identidad de género para permitir el cambio de nombre y sexo registral a menores de 14 años y establecer el procedimiento administrativo como norma general.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
89,Equidad de Género,Ley Integral de Violencia de Género,"Impulsaremos una Ley Integral de Violencia de Género que aborde la violencia más allá del actual concepto “intrafamiliar”, que cumpla con los estándares de la Convención de Belém do Pará y armonice las herramientas jurídicas para la erradicación, investigación, sanción y reparación de la violencia.",100%,11077-07,Sobre el derecho de las mujeres a una vida libre de violencia,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11077-07,,,,,,,,1,,Promulgado,1,7,9,2,18,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
90,Equidad de Género,Formación obligatoria de todos los funcionarios del Estado en perspectiva de género ,"Impulsaremos una ley para la formación obligatoria de todos los funcionarios del Estado en perspectiva de género de la función pública, lo que contribuirá a erradicar la violencia institucional de género.",100%,11077-07,Sobre el derecho de las mujeres a una vida libre de violencia,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11077-07,,,,,,,,1,,Promulgado,1,,,,0,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
91,Estado,Obligación de organismos públicos de entregar información al SII ,"Establecer por ley la obligación de organismos públicos (Aduanas, CMF, UAF, PDI, Banco Central, entre otros) de entregar al SII información necesaria para la fiscalización tributaria cuando lo requiera, a pesar de carácter reservado.",40%,15975-25,"Crea el Subsistema de Inteligencia Económica y establece otras medidas para la prevención y alerta de actividades que digan relación con el crimen organizado
",https://www.camara.cl/legislacion/proyectosdeley/tramitacion.aspx?prmID=16514&prmBOLETIN=15975-25 ,1,,,,,,,,,Primer Tramite,"0,4",,,,0,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
92,Estado,Acceso a secreto bancario,"Facultar al SII para que acceda de manera expedita y periódica a información sujeta a reserva o secreto bancario que sea necesaria para el control de la evasión y la elusión, en línea con el estándar OCDE.",100%,16621-05,"Dicta normas para asegurar el cumplimiento de las obligaciones tributarias dentro del Pacto por el Crecimiento Económico, el Progreso Social y la Responsabilidad Fiscal","http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=16621-05
",,,,,,,,1,,Promulgado,1,,1,,1,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
93,Estado,Reforma ChileCompra,"Dotar a ChileCompra de facultades normativas, mejorar el sistema de fiscalización, ampliar el Tribunal de Contratación Pública reforzando su estructura orgánica y presupuesto, y avanzar hacia una digitalización total del sistema de compras públicas.Finalmente, impulsaremos un registro de de las personas jurídicas de los beneficiarios finales, para identificar si
el mismo grupo empresarial oferta más de una vez en una compra pública con distintas razones sociales, lo que permite alterar de manera artificial el resultado de la licitación en beneficio de ese ofertante.",100%,14137-05,"Moderniza la ley N°19.886 y otras leyes, para mejorar la calidad del gasto público, aumentar los estándares de probidad y transparencia e introducir principios de economía circular en las compras del Estado",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=14137-05,,,,,,,,1,,Promulgado,1,4,1,,5,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
94,Estado,Modernizar la Ley de Transparencia,"Modernización de la Ley de Transparencia y Acceso a la Información Pública dotando de mayor autonomía al Consejo para la Transparencia, terminando con los nombramientos políticos de las consejeras y consejeros, resguardando que
no tengan conflictos de intereses y aplicando el sistema de ADP y la vinculación con el mundo académico. Se propone aumentar su composición a un número impar –de cuatro a siete consejeros y consejeras–, además de dedicación exclusiva a la labor del CPLT. Por último, haremos un análisis técnico de la pertinencia de establecer en la Ley de Transparencia nuevas categorías de obligatoriedad de publicación, como por ejemplo los correos electrónicos de funcionarias/os públicos: con la instalación de la ley se ha demostrado que son una importante fuente de información en investigaciones de malas prácticas y corrupción.",70%,12100-07,"Modifica la ley N°20.285, Sobre Acceso a la Información Pública",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12100-07,,,,1,,,,,,Segundo Tramite,"0,7",,,1,1,El proyecto de ley asociado se encuentra en Segundo Tramite constitucional
95,Estado,Modernizar la ley de lobby,"Proponemos modernizar la ley de lobby, mejorándola en materia de control, involucrando no sólo a las autoridades (sujetos pasivos) sino al lobista y a las empresas que contratan lobby para reforzar el control social y disminuir los ámbitos de opacidad de este tipo de actividades.Revisaremos y perfeccionaremos el régimen de sanciones especiales de la Ley de Lobby (Congreso, Banco Central, Ministerio Público, Poder Judicial) en caso de incumplirse las obligaciones de las autoridades involucradas, para mejorar el control y fiscalización de órganos que han visto mermada la confianza ciudadana sobre su quehacer.",40%,16888-06,Moderniza la regulación del lobby y las gestiones de intereses particulares ante las autoridades y funcionarios,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=16888-06,1,,,,,,,,,Primer Tramite,"0,4",,,,0,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
96,Estado,Ley Ficha Limpia de Candidatos,"Proyecto de ley para una Ficha Limpia de Candidatos, para que no vuelva a ocurrir que, como en las elecciones  municipales de 2021, candidaturas formalizadas por casos de corrupción u otro tipo de delitos puedan presentarse libremente a elecciones e incluso resultar electos, cosa que hoy la ley electoral permite.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
97,Estado,Eliminar delegado presidencial,"Enviaremos un proyecto de ley para eliminar la figura del delegado presidencial, debido a su redundancia con el rol de  gobernador o gobernadora regional, la que genera ambigüedades administrativas e incluso obstrucciones al legítimo ejercicio de funciones de las y los gobernadores.",40%,15970-07,Reforma Constitucional que modifica las figuras de los delegados presidenciales regional y provincial,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=15970-07,1,,,,,,,,,Primer Tramite,"0,4",,,,0,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
98,Estado,Fortalecer los Gobiernos Regionales en decisiones ambientales,"Fortaleceremos a los Gobiernos Regionales en el ámbito de la regulación y planificación medioambiental, además de los recursos hídricos y la recolección y tratamiento de residuos. Además, legislaremos para que la Comisión Regional de Evaluación Ambiental sea presidida por los y las Gobernadores Regionales. Serán ellos, y no el Delegado Presidencial, quien tendrá las mayores potestades en la entrega de las Resoluciones de Calificación Ambiental.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
99,Estado,Reforma del financiamiento municipal ,"Enviaremos un proyecto de ley de reforma del financiamiento municipal que, dentro de las medidas, aumentará el aporte fiscal al Fondo Común Municipal en más de un 1000%, permitiendo así que todos los municipios puedan implementar políticas de acción directa como crear farmacias o inmobiliarias populares, lo que mejorarará la vida de los vecinos y  vecinas. Así también, permitiría la capacidad de endeudarse hasta en un 10% de los ingresos totales por un periodo o más, con la aprobación del Concejo Municipal y el COSOC (Ley 20.500), con el fin exclusivo de financiar proyectos de inversión orientados al desarrollo comunal, con garantía estatal.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
100,Estado,Gestión dotación municipal,"Permita a los gobiernos locales gestionar de manera autónoma la dotación de recursos humanos requerida, teniendo como base el PLADECO actualizado y definiendo la organización, cargos, perfiles y remuneraciones de acuerdo a las condiciones de cada municipio, en un marco de respeto de los derechos de las y los funcionarios municipales, una vez en cada periodo y con aprobación del Concejo Municipal.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
101,Estado,Reformar las Corporaciones Municipales,"Promoveremos una reforma al funcionamiento de las Corporaciones Municipales, no sólo en términos de sus recursos públicos, si no también la transparencia de donaciones privadas.",70%,15523-06,Modifica cuerpos legales que indica en materia de transparencia y probidad municipal,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=15523-06,,,,1,,,,,,Segundo Tramite,"0,7",13,2,,15,El proyecto de ley asociado se encuentra en Segundo Tramite constitucional
102,Estado,Cargos de planta por concurso,"Estudiaremos reformas para que los cargos de planta sean llenados por concursos periódicos de oposición anónimos para seleccionar a las personas que cumplen requisitos habilitantes de formación idónea bajo los principios de profesionalismo, integridad, paridad de género y respeto de la diversidad. Esto aplicaría a las plantas de cargos administrativos, técnicos y profesionales, con movilidad horizontal entre las plantas de los diversos servicios de ámbitos similares.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
103,Infancia y Juventud,"Fondo estatal para el pago de
pensiones alimenticias","Se establecerá un fondo estatal para el pago de pensiones alimenticias adeudadas, y que sea el Estado el que persiga al deudor.",100%,14926-07,"Modifica la ley N° 14.908, sobre abandono de familia y pago de pensiones alimenticias, para permitir la retención que se indica, en caso de deudas alimentarias.",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=14926-07,,,,,,,,1,,Promulgado,1,,,,0,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
104,Infancia y Juventud,"Mayores facultades para la Defensoría
de la Niñez",Consolidaremos la implementación de la Defensoría de la Niñez junto a un potenciamiento de sus facultades.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
105,Infancia y Juventud,"Ley Integral contra la Violencia
a la Niñez","Presentaremos una Ley Integral contra la Violencia a la Niñez que ajuste nuestra legislación para la protección efectiva de la niñez contra toda forma de violencia, ya sea familiar, social, digital o estatal. Esta ley considerará mecanismos efectivos de prevención y coordinación entre instituciones para la detección temprana, la denuncia, la derivación y la reparación.",100%,10315-18,Sobre garantías y protección integral de loa Derechos de la Niñez y Adolescencia,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10315-18,,,,,,,,1,,Promulgado,1,,,,0,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
106,Infancia y Juventud,Fin a sename,"Terminaremos con la lógica del SENAME, derogando la actual Ley de Subvenciones para pasar a un sistema de  financiamiento estable de red de instituciones de calidad",100%,11174-07,"Crea el Servicio Nacional de Reinserción Social Juvenil e introduce modificaciones a la ley N° 20.084, sobre responsabilidad penal de adolescentes, y a otras normas que indica.",https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11174-07,,,,,,,,1,,Promulgado,1,2,16,5,23,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
107,Infancia y Juventud,Reformulación a la adopción ,"Reformulando la ley de adopción para fortalecer el cuidado alternativo, potenciando principalmente las familias de acogida, poniendo a niños y niñas en el centro y evitando la sobreintervención.",70%,9119-18,Reforma integral al sistema de adopción en Chile.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9119-18,,,,1,,,,,,Segundo Tramite,"0,7",,,,0,El proyecto de ley asociado se encuentra en Segundo Tramite constitucional
108,Justicia y Derechos Humanos,Someter los delitos tributarios al tratamiento de los delitos económicos,"Someter los delitos tributarios al tratamiento de los delitos económicos, en línea con el proyecto de ley que actualmente se discute en el Congreso.",100%,13205-07,"Sistematiza los delitos económicos y atentados contra el medio ambiente, modifica diversos cuerpos legales que tipifican delitos contra el orden socioeconómico, y adecua las penas aplicables a todos ellos ",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=13205-07,,,,,,,,1,,Promulgado,1,12,5,4,21,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
109,Justicia y Derechos Humanos,Dejar sin efecto el Decreto Ley de Amnistía N° 2.191,Revisaremos la fórmula adecuada para dejar sin efecto el Decreto Ley de Amnistía N° 2.191 para cumplir con la recomendación de los órganos internacionales de derechos humanos.,40%,9773-07,"Adecua la ley penal en materia de amnistía, indulto y prescripción de la acción penal y la pena a lo que dispone el derecho internacional respecto de los delitos de genocidio, de lesa humanidad o de guerra.
",https://www.camara.cl/legislacion/proyectosdeley/tramitacion.aspx?prmID=10192&prmBOLETIN=9773-07 ,1,,,,,,,,,Primer Tramite,"0,4",,,,0,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
110,Justicia y Derechos Humanos,Pensiones de reparación a las víctimas de la dictadura,"Reajustarán los montos de las diversas pensiones de reparación de las víctimas de prisión política y tortura, de familiares de personas ejecutadas y/o desaparecidas y de las personas exoneradas políticas. También se eliminará la incompatibilidad existente entre diferentes tipos de pensiones.",90%,15480-13,"Crea un nuevo Sistema Mixto de Pensiones y un Seguro Social en el pilar contributivo, mejora la Pensión Garantizada Universal y establece beneficios y modificaciones regulatorias que indica
",https://www.camara.cl/legislacion/proyectosdeley/tramitacion.aspx?prmID=16006&prmBOLETIN=15480-13 ,,,,,,1,,,,Tribunal Constitucional,"0,9",,,,0,El proyecto de ley asociado se encuentra en Tribunal Constitucional o a la espera de de Aprobación Presidencial.
111,Justicia y Derechos Humanos,Reparación integral por violación de DDHH,"Promoveremos normas legales y administrativas que aseguren la reparación integral de todas las personas vulneradas en sus DDHH, especialmente las víctimas con daños físicos irreversibles, las víctimas de lesiones oculares, las víctimas de violencia sexual y los familiares de víctimas de homicidio.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
112,Justicia y Derechos Humanos,Regulación uso de la fuerza de Carabineros,Regulación legal del uso de la fuerza y una formación transversal en DDHH.,70%,15805-07,Establece normas generales sobre el uso de la fuerza para el personal de las fuerzas de orden y seguridad pública y de las fuerzas armadas en las circunstancias que se señala,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=15805-07,,,,1,,,,,,Segundo Tramite,"0,7",5,8,1,14,El proyecto de ley asociado se encuentra en Segundo Tramite constitucional
113,Justicia y Derechos Humanos,Amnistía revuelta social,"Apoyaremos el proyecto de ley de indulto para quienes injustificadamente siguen privados de libertad, además de quitar las querellas por ley de seguridad interior del Estado interpuestas en ese período.",40%,13941-17,Concede indulto general por razones humanitarias a las personas que indica y por los delitos que señala.,https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=13941-17,1,,,,,,,,,Primer Tramite,"0,4",1,3,,4,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
114,Justicia y Derechos Humanos,Protección defensoras de DDHHs," Instauraremos un estatuto de protección reforzada de los derechos de defensores y defensoras, que considerará especialmente su resguardo en contexto de manifestaciones y la adopción de medidas de protección por parte del Ministerio Público en casos de ataques o amenazas.",40%,16356-06,Regula la protección de dirigentas y dirigentes sociales,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=16356-06,1,,,,,,,,,Primer Tramite,"0,4",,1,,1,El proyecto de ley asociado se encuentra en Primer Tramite constitucional
115,Justicia y Derechos Humanos,Nueva ley de sitios de memoria,"Avanzaremos en la promoción y preservación de la memoria, de espacios de conciencia y sitios de memoria con una nueva ley de sitios de memoria que permita su recuperación y patrimonialización expedita, aplicable tanto a espacios que hoy están reconocidos como lugares de tortura/exterminio –en dictadura y otros momentos de la historia pasada y reciente– como a aquellos que aún no lo han sido.",70%,12712-24,"Ley de Patrimonio Cultural
",https://www.camara.cl/legislacion/proyectosdeley/tramitacion.aspx?prmID=13243&prmBOLETIN=12712-24 ,,,,1,,,,,,Segundo Tramite,"0,7",,,,0,El proyecto de ley asociado se encuentra en Segundo Tramite constitucional
