uid,area,titulo,promesa,avance_total,boletin,titulo_proyecto,link,1° tramite,veto,insistencia,2°-3° tramite,comision_mixta,tribunal_constitucional,aprobacion_presidencial,promulgado,rechazado/retirado,nombre_avance,avance,simple,suma,inmediata,total_urgencias,ja_porque
70,Educación,Nuevo Sistema Único de Créditos para los estudiantes de instituciones acreditadas,"Un nuevo Sistema Único de Créditos para los estudiantes de instituciones acreditadas. Este crédito sustituirá al Crédito con Aval del Estado y al Fondo Solidario del Crédito Universitario por un sistema administrado por el Estado, sin intervención de la banca, con una tasa de interés del 2% real anual. La cuota a pagar será contingente al ingreso y progresiva, pero en ningún caso excederá el 10% de las remuneraciones. La deuda se pagará sólo cuando el alumno haya egresado y tenga ingresos, no se paga si no se tienen ingresos o estos son demasiado bajos, condonándose después de 15 años de pago. Este sistema tendrá requisitos de calidad para las instituciones y de mérito para los estudiantes.",40%,11616-04,Crea el Crédito Estatal para la Educación Superior,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11616-04,1,,,,,,,,,Primer Tramite,"0,4",,,,0,El proyecto de ley asociado se encuentra en primer trámite constitucional
71,Educación,"Crear el Ministerio de Educación Superior, Ciencia, Tecnología e Innovación y la Superintendencia de Educación Superior","Crear el Ministerio de Educación Superior, Ciencia, Tecnología e Innovación y la Superintendencia de Educación Superior, que fiscalice el cumplimiento de la legislación, asegure que las instituciones mantengan los requisitos de su reconocimiento oficial, sean viables y tengan un sistema de información transparente que impida la publicidad engañosa.",100%,10783-04,Sobre Educación Superior,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=10783-04,,,,,,,,1,,Promulgado,1,,,,0,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
72,Ciencia y Tecnología,"Nuevo Ministerio de Ciencia, Tecnología, Conocimiento e Innovación","Reordenar la institucionalidad gubernamental por medio de un nuevo ministerio a cargo de las actividades de ciencia, educación superior, tecnología e innovación y revisar los campos de acción y programas de agencias como CONICYT y CORFO",100%,11101-19,"Crea el Ministerio de Ciencia, Tecnología, Conocimiento e Innovación.",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11101-19,,,,,,,,1,,Promulgado,1,,,,0,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
73,Ciencia y Tecnología,Apoyar al desarrollo de la industria de la información,Apoyar el desarrollo de la industria de la información con planes de formación y eliminando distorsiones tributarias como el IVA a la exportación de servicios y el impuesto a la importación de software,100%,12043-05,Moderniza la legislación tributaria,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12043-05,,,,,,,,1,,Promulgado,1,12,1,7,20,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
74,Ciencia y Tecnología,Adaptar las regulaciones a la revolución digital,Adaptar las regulaciones a los desafíos que impone la revolución digital (...) incorporación masiva de las tecnologías digitales en los ministerios y servicios públicos y el desarrollo de políticas de ciberseguridad,100%,11882-06,"Modifica la Ley que establece Bases de los Procedimientos Administrativos, en materia de documentos electrónicos.",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11882-06,,,,,,,,1,,Promulgado,1,4,13,5,22,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
75,Economía y Comercio,Estatuto para Emprendedores,"Complementar el Estatuto Pyme con un Estatuto para Emprendedores, que facilite el inicio de nuevos negocios disminuyendo las trabas y la carga regulatoria.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
76,Economía y Comercio,Adaptar la ley de incentivo tributario a I+D,"Adaptar la ley de incentivo tributario a I+D para facilitar su uso por parte de empresas de menor tamaño y nuevos emprendimientos, incorporando mecanismos de prefinanciamiento.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
77,Economía y Comercio,Dotar de autonomía a la Comisión Nacional de Productividad,"Dotar de autonomía a la Comisión Nacional de Productividad, con mandato para pronunciarse sobre los efectos sobre la productividad de las reformas y cambios regulatorios relevantes.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
78,Desarrollo Social,Nuevo Ministerio de la Familia y Desarrollo Social,Nuevo Ministerio de la Familia y Desarrollo Social,100%,11951-31,Crea el Ministerio de Familia y Desarrollo Social y modifica el cuerpo legal que indica,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11951-31,,,,,,,,1,,Promulgado,1,3,5,5,13,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
79,Desarrollo Social,Crear la Subsecretaría de Familia,"Se creará la Subsecretaría de Familia, cuya misión fundamental será desarrollar las políticas sociales para fortalecer a las familias y, simultáneamente, brindar un nuevo trato a nuestros niños y adultos mayores.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
80,Desarrollo Social,Chile Crece Contigo sera parte de la Subsecretaría de Familia,Se fortalecerá y traspasará a dicha Subsecretaría (de la Familia) el subsistema Chile Crece Contigo.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
81,Desarrollo Social,Perfeccionamiento de los ejes “Seguridades” y “Oportunidades” del Ingreso Ético Familiar,Se perfeccionarán los ejes “Seguridades” y “Oportunidades” del Ingreso Ético Familiar centrando en la familia el apoyo ante situaciones de vulnerabilidad,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
82,Desarrollo Social,Crear el Estatuto de Fortalecimiento y Protección para la Familia,"Crear por ley el Estatuto de Fortalecimiento y Protección para la Familia estableciendo principios, derechos y garantías básicas para la familia y su reconocimiento como sujeto político prioritario por parte del Estado.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
83,Desarrollo Social,Impulsar ley marco que proteja la maternidad,"Impulsar una ley marco que proteja la maternidad, en especial los programas de acompañamiento de embarazos vulnerables, permitiendo además la libre elección y la participación de la sociedad civil, y ampliar el acceso a la atención a mujeres y sus parejas en edad fértil con diagnóstico de infertilidad",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
84,Infancia y Juventud,Crear el Servicio de Protección a la Infancia,"Crear dentro de la nueva subsecretaría (de la Familia) el Servicio de Protección a la Infancia, incorporándolo a la Alta Dirección Pública, y perfeccionar los proyectos vinculados al sistema de garantías de la infancia.",70%,12027-07,Crea el Servicio de Protección a la Niñez y modifica normas legales que indica,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12027-07,,,,1,,,,,,Segundo Tramite,"0,7",,29,1,30,El proyecto de ley asociado se encuentra en segundo trámite constitucional
85,Democracia,Crear una Ley Única de Subvenciones,"Fortalecer la colaboración con la sociedad civil mediante la creación de una Ley Única de Subvenciones, el aumento de los recursos para las supervisiones y el fortalecimiento de la transparencia y los estándares de calidad.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
86,Infancia y Juventud,Modificar la Ley de Adopciones,"Modificar la Ley de Adopciones para que cuando no sea posible que el niño vuelva con su familia, buscar la mejor familia adoptiva en función de su interés superior, asegurando un proceso rápido amparado en una nueva y moderna regulación.",70%,9119-18,Reforma integral al sistema de adopción en Chile,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9119-18,,,,1,,,,,,Segundo Tramite,"0,7",5,15,,20,El proyecto de ley asociado se encuentra en segundo trámite constitucional
87,Infancia y Juventud,Mejorar el sistema residencial,"Mejorar sustancialmente el sistema residencial aumentando gradualmente la subvención base al doble de lo que se entrega actualmente, determinando nuevos estándares de calidad y licitando nuevos proyectos.",100%,11657-07,"Modifica la ley N° 20.032, que Establece Sistema de Atención a la Niñez y Adolescencia a través de la red de colaboradores del Servicio Nacional de Menores (Sename), y su régimen de subvención y el decreto ley N° 2.465, del año 1979, del Ministerio de Justicia, que Crea el Servicio Nacional de Menores y fija el texto de su ley orgánica",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11657-07,,,,,,,,1,,Promulgado,1,,1,2,3,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
88,Infancia y Juventud,Promover una agenda de prevención del abuso sexual infantil y acompañamiento a las víctimas y sus familias,"Promover una agenda de prevención del abuso sexual infantil y acompañamiento a las víctimas y sus familias. Entre otras, (...) analizaremos modificaciones en los plazos y condiciones de prescripción de estos delitos y sus penas.",100%,6956-07,Declara imprescriptibles los delitos sexuales contra menores.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=6956-07,,,,,,,,1,,Promulgado,1,,7,2,9,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
89,Infancia y Juventud,Sancionar la violencia contra la infancia a través de las redes sociales e internet.,Revisar la legislación con el propósito de sancionar las nuevas formas de violencia ejercida contra la infancia a través de las redes sociales e internet.,70%,12022-04,"Modifica la ley N°20.370, General de Educación, en materia de ciberacoso o cyberbullying",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11803-04,,,,1,,,,,,Segundo Tramite,"0,7",10,2,,12,El proyecto de ley asociado se encuentra en segundo trámite constitucional
90,Infancia y Juventud,Crear el Servicio de Acción Joven,"Crear el Servicio de Acción Joven dentro del Ministerio de la Familia y Desarrollo Social. Este organismo reemplazará al Injuv y tendrá dos funciones principales: acción y participación, centrándose en promover el voluntariado, y reconocimiento de las preocupaciones de los jóvenes en las políticas públicas.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
91,Desarrollo Social,Mejorar el monto del Bono Trabajo Mujer ," Como parte del ingreso etico familiar 2.0 y 'A fin de fomentar la participación laboral formal de las mujeres con hijos, el monto del Bono Trabajo Mujer mejorará, entregando un mayor aporte dependiendo del grado de vulnerabilidad y del tamaño de la familia'.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
92,Desarrollo Social,Transferencia condicionada por controles de salud de la mujer, Como parte del ingreso etico familiar 2.0  se 'Implementara una transferencia condicionada por controles de salud de la mujer que permita prevenir el cáncer cérvicouterino y de mamas.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
93,Desarrollo Social,Transferencia condicionada por examen preventivo de salud del adulto mayor,Como parte del ingreso etico familiar 2.0  se 'Implementara una transferencia condicionada por examen preventivo de salud del adulto mayor'.,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
94,Salud,Garantía de tope de gasto en salud por evento catastrófico,Garantía de tope de gasto por parte de las familias ante un evento catastrófico en salud de carácter no ambulatorio.,70%,12662-11,Crea el Seguro de Salud Clase Media a través de una cobertura financiera especial en la modalidad de atención de libre elección de FONASA,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12662-11,,,,1,,,,,,Segundo Tramite,"0,7",1,16,2,19,El proyecto de ley asociado se encuentra en segundo trámite constitucional
95,Salud,Crear el seguro Protección para Enfermedades Catastróficas,"Crear el seguro Protección para Enfermedades Catastróficas para los afiliados a FONASA, disponible tanto para la red pública como la para la red privada de prestadores preferentes.",70%,12662-11,Crea el Seguro de Salud Clase Media a través de una cobertura financiera especial en la modalidad de atención de libre elección de FONASA,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12662-11,,,,1,,,,,,Segundo Tramite,"0,7",,,,0,El proyecto de ley asociado se encuentra en segundo trámite constitucional
96,Seguridad Ciudadana,Nueva Defensoría de Víctimas de la Delincuencia,"Nueva Defensoría de Víctimas de la Delincuencia, para que las familias que sean víctimas de delitos violentos sean atendidas por un abogado defensor, el que podrá activar un proceso judicial para perseguir a quienes resulten responsables.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
97,Trabajo y Previsión Social,"Mejoras en el Pilar Solidario, diferenciados por edad","Mejorar beneficios en el Pilar Solidario, diferenciados por edad.",100%,13091-13,Mejora y establece nuevos beneficios en el sistema de pensiones solidarias,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=13091-13,,,,,,,,1,,Promulgado,1,5,17,1,23,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
98,Trabajo y Previsión Social,Aumentar las cotizaciones obligatorias,"Aumentar las cotizaciones (obligatorias) en cuatro puntos porcentuales, con cargo al empleador, para mejorar las pensiones en el largo plazo.",70%,12212-13,"Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12212-13,,,,1,,,,,,Segundo Tramite,"0,7",6,17,3,26,El proyecto de ley asociado se encuentra en segundo trámite constitucional
99,Trabajo y Previsión Social,Implementar un seguro social de dependencia para personas mayores,"Implementar gradualmente un seguro social de dependencia para personas mayores que requieran ayuda de terceros, incluyendo un mecanismo de apoyo para los cuidadores familiares y formales.",70%,12212-13,"Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12212-13,,,,1,,,,,,Segundo Tramite,"0,7",6,17,3,26,El proyecto de ley asociado se encuentra en segundo trámite constitucional
100,Desarrollo Social,Crear un Defensor Mayor en el SENAMA,Crear un Defensor Mayor en el SENAMA,70%,7507-18,"Modifica ley N° 19.968, que crea los Tribunales de Familia, estableciendo normas especiales para la representación en juicio de adultos mayores.",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=7507-18,,,,1,,,,,,Segundo Tramite,"0,7",9,,,9,El proyecto de ley asociado se encuentra en segundo trámite constitucional
101,Trabajo y Previsión Social,Mejorar las pensiones de los adultos mayores,"Mejorar las pensiones de los adultos mayores más vulnerables, incrementando los aportes fiscales al Pilar Solidario en un 42%, para aumentar la Pensión Básica y el Aporte Previsional Solidario, extendiendo su cobertura hacia la clase media. El objetivo es incrementar significativamente estos beneficios, cuyo monto además irá aumentando con la edad",70%,12212-12,"Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12212-12,,,,1,,,,,,Segundo Tramite,"0,7",6,17,3,26,El proyecto de ley asociado se encuentra en segundo trámite constitucional
102,Trabajo y Previsión Social,Aumentar las pensiones de la clase media,"Aumentar las pensiones de la clase media con un complemento de sus pensiones con cargo fiscal para quienes hayan cotizado más de 20 años, el que aumentará cuando se postergue la edad de jubilación. ",70%,12212-13,"Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12212-13,,,,1,,,,,,Segundo Tramite,"0,7",6,17,3,26,El proyecto de ley asociado se encuentra en segundo trámite constitucional
103,Trabajo y Previsión Social,Aumentar las pensiones de las mujeres,"Aumentar las pensiones de las mujeres con un complemento de sus pensiones con cargo fiscal para quienes hayan cotizado más de 16 años, el que también aumentará cuando se postergue la edad de jubilación. También se aumentará la rentabilidad del Bono por Hijo en el caso de los nacidos antes de julio de 2009.",70%,12212-13,"Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12212-13,,,,1,,,,,,Segundo Tramite,"0,7",6,17,3,26,El proyecto de ley asociado se encuentra en segundo trámite constitucional
104,Trabajo y Previsión Social,Mantener estable el monto de los pensionados por retiro programado ,"Mantener el monto de la pensión total que recibirán los nuevos pensionados de retiro programado del Pilar Solidario, evitando su disminución a medida que pasa el tiempo. ",70%,12212-13,"Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12212-13,,,,1,,,,,,Segundo Tramite,"0,7",6,17,3,26,El proyecto de ley asociado se encuentra en segundo trámite constitucional
105,Trabajo y Previsión Social,Crear incentivos para los planes de ahorro previsional voluntario,Crear nuevos incentivos para los planes de ahorro previsional voluntario,70%,12212-13,"Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12212-13,,,,1,,,,,,Segundo Tramite,"0,7",6,17,3,26,El proyecto de ley asociado se encuentra en segundo trámite constitucional
106,Trabajo y Previsión Social,Autorizar el retiro de un monto de libre disposición,Autorizar el retiro de un monto de libre disposición a quienes posterguen la edad de jubilación equivalente al 50% del mayor ahorro logrado fruto de dicha decisión.,70%,12212-13,"Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12212-13,,,,1,,,,,,Segundo Tramite,"0,7",6,17,3,26,El proyecto de ley asociado se encuentra en segundo trámite constitucional
107,Trabajo y Previsión Social,Levantar las restricciones al cambio de fondo de pensiones, Levantando las restricciones al cambio de fondo (de pensiones),70%,12212-13,"Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica","http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12212-13

",,,,1,,,,,,Segundo Tramite,"0,7",5,17,3,25,El proyecto de ley asociado se encuentra en segundo trámite constitucional
108,Equidad de Género,Permitir a la mujer administrar la sociedad conyugal y/o sus bienes propios,Reimpulsar el proyecto que modifica el régimen de sociedad conyugal permitiendo a la mujer administrar la sociedad y/o sus bienes propios. ,70%,7727-18,"Modifica Código Civil y otras leyes, en el Régimen de Sociedad Conyugal.",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=7727-18,,,,1,,,,,,Segundo Tramite,"0,7",2,2,,4,El proyecto de ley asociado se encuentra en segundo trámite constitucional
109,Equidad de Género,Eliminar impedimento legal de contraer segundas nupcias antes de los 270 ,"Terminar con el impedimento legal de contraer segundas nupcias antes de los 270 días desde la disolución del vínculo por divorcio, nulidad o muerte.",70%,11126-07,Modifica el Código Civil en el sentido de suprimir el impedimento de segundas nupcias,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11126-07,,,,1,,,,,,Segundo Tramite,"0,7",14,9,4,27,El proyecto de ley asociado se encuentra en segundo trámite constitucional
110,Trabajo y Previsión Social,Mejorar el subsidio al empleo de la mujer,"Mejorar el subsidio al empleo de la mujer, entregando un mayor aporte dependiendo del tamaño de la familia.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
111,Equidad de Género, Ley sobre el Derecho de las Mujeres a una Vida Libre de Violencia.,Impulsar el pronto despacho del proyecto de ley sobre el Derecho de las Mujeres a una Vida Libre de Violencia.,70%,11077-07,Sobre el derecho de las mujeres a una vida libre de violencia,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11077-07,,,,1,,,,,,Segundo Tramite,"0,7",8,8,,16,El proyecto de ley asociado se encuentra en segundo trámite constitucional
112,Equidad de Género,Poner urgencia a los proyectos sobre violencia en el pololeo,Desarrollar una agenda corta de combate a la violencia contra la mujer poniendo urgencia a los proyectos paralizados en el Congreso sobre violencia en el pololeo,70%,8851-18,"Modifica Ley de Violencia Intrafamiliar y otros cuerpos legales y, establece ley sobre violencia en las relaciones íntimas de pareja sin convivencia.",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=8851-18,,,,1,,,,,,Segundo Tramite,"0,7",4,5,,9,El proyecto de ley asociado se encuentra en segundo trámite constitucional
113,Equidad de Género,Poner urgencia a los proyectos sobre medios electrónicos para medidas de protección,Desarrollar una agenda corta de combate a la violencia contra la mujer poniendo urgencia a los proyectos paralizados en el Congreso sobre medios electrónicos para medidas de protección,0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
114,Equidad de Género,agenda corta de combate a la violencia contra la mujer,Desarrollar una agenda corta de combate a la violencia contra la mujer poniendo urgencia a los proyectos paralizados en el Congreso - Tipificación del femicidio y de otros delitos contra las mujeres,100%,11970-34,Modifica el Código Penal en materia de tipificación del femicidio y de otros delitos contra las mujeres,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11970-34,,,,,,,,1,,Promulgado,1,4,15,,19,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
115,Equidad de Género,agenda corta de combate a la violencia contra la mujer,Desarrollar una agenda corta de combate a la violencia contra la mujer poniendo urgencia a los proyectos paralizados en el Congreso - Sancionar la difusión no consentida de imágenes o contenido de connotación sexual,70%,11923-25,"Modifica el Código Penal para sancionar la difusión no consentida de imágenes o contenido de connotación sexual, obtenidas con ocasión de la vida en pareja sostenida entre el hechor y su víctima",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11923-25,,,,1,,,,,,Segundo Tramite,"0,7",,,,0,El proyecto de ley asociado se encuentra en segundo trámite constitucional
116,Equidad de Género,agenda corta de combate a la violencia contra la mujer,Desarrollar una agenda corta de combate a la violencia contra la mujer poniendo urgencia a los proyectos paralizados en el Congreso - Tipifica el delito de acoso sexual en público.,100%,7606-07,Tipifica el delito de acoso sexual en público.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=7606-07,,,,,,,,1,,Promulgado,1,3,,,3,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
117,Equidad de Género,Aumento de penas en el contexto de violencia intrafamiliar,Aumentar las penas del delito de maltrato habitual y de lesiones cuando se produce en un contexto de violencia intrafamiliar,70%,8851-18,"Modifica Ley de Violencia Intrafamiliar y otros cuerpos legales y, establece ley sobre violencia en las relaciones íntimas de pareja sin convivencia.",http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=8851-18,,,,1,,,,,,Segundo Tramite,"0,7",4,5,,9,El proyecto de ley asociado se encuentra en segundo trámite constitucional
118,Equidad de Género,Facilitar la afectación del bien familiar,"Garantizar a la mujer un hogar donde vivir con sus hijos, facilitando la afectación del bien familiar. ",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
119,Salud,Modernizar Fonasa,"Modernizar Fonasa desde la lógica de un fondo a una de seguro. El foco estará puesto en la entrega de los servicios comprometidos de manera oportuna y con la mejor calidad posible.
o Impulsar una nueva gobernanza mediante un directorio técnico y avanzar desde el financiamiento de instituciones hacia el de soluciones de salud para los usuarios.",40%,13178-11,Reforma el Fondo Nacional de Salud y crea un Plan de Salud Universal,https://www.senado.cl/appsenado/templates/tramitacion/index.php?,1,,,,,,,,,Primer Tramite,"0,4",,,,0,El proyecto de ley asociado se encuentra en primer trámite constitucional
120,Salud, Innovacion institucional en la Subsecretaría de Redes Asistenciales,"Reorganizar la atención de salud, mediante las siguientes innovaciones institucionales:Transformar la Subsecretaría de Redes Asistenciales en una entidad independiente, con un Directorio Nacional de Atención de Salud Pública elegido por Alta Dirección Pública. Su función principal será monitorear el funcionamiento de la red de prestadores estatales y designar, evaluar y remover a los gobiernos superiores de los Servicios de Salud y hospitales, cuando corresponda.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
121,Salud,Modernizar los Servicios de Salud,"Modernizar los Servicios de Salud, incluyendo cambios a sus estructuras administrativas y gobiernos corporativos, los que se renovarán en función del desempeño y con independencia del ciclo político. Los servicios contarán con directores ejecutivos que dependerán de los directorios y su objetivo central será mejorar la atención de los usuarios.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
122,Salud,Reformar los esquemas de seguros ,"Reformar gradualmente los esquemas de seguros para avanzar hacia un sistema que garantice asequibilidad, competencia, transparencia y libre afiliación poniendo fin a las preexistencias.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
123,Salud,Crear un Plan de Salud Universal,"Terminar con las discriminaciones en el acceso por edad, género o preexistencias en Isapres, mediante la creación de un Plan de Salud Universal.",70%,8105 -11,"Modifica el Sistema Privado de Salud, incorporando un plan garantizado.","http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=8105-11
",,,,1,,,,,,Segundo Tramite,"0,7",10,28,1,39,El proyecto de ley asociado se encuentra en segundo trámite constitucional
124,Salud,Crear un sistema que estimule a independientes e informales a cotizar para salud,Crear un sistema que estimule a independientes e informales a cotizar para salud.,100%,12002-13,Modifica las normas para la incorporación de los trabajadores a honorarios del sector público y privado e independientes a los regímenes de protección social.,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12002-13,,,,,,,,1,,Promulgado,1,,,,0,El proyecto de ley asociado se encuentra publicado y es Ley de la República.
125,Salud,Nuevo seguro social de salud,"Avanzar a mediano plazo hacia un nuevo seguro social de salud, con un plan base para todos los chilenos, independiente del sistema previsional.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
126,Salud,Mayor competencia en la industria de laboratorios y farmacéutica,Introducir más competencia en la industria de laboratorios y farmacéutica y potenciar el uso de medicamentos genéricos bioequivalentes.,70%,9914-11,Modifica el Código Sanitario para regular los medicamentos bioequivalentes genéricos y evitar la integración vertical de laboratorios y farmacias.,https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9914-11,,,,,1,,,,,Comisión Mixta,"0,7",3,29,3,35,El proyecto de ley asociado se encuentra en segundo trámite constitucional
127,Salud,Nuevo comparador online de precios de farmacos,"Nuevo comparador online de precios www.tufarmacia.gob.cl, para que todas las personas sepan en qué farmacia pueden encontrar los medicamentos más baratos del mercado, incluyendo las alternativas de genéricos bioequivalentes disponibles.",70%,9914-11,Modifica el Código Sanitario para regular los medicamentos bioequivalentes genéricos y evitar la integración vertical de laboratorios y farmacias.,https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9914-11,,,,,1,,,,,Comisión Mixta,"0,7",3,29,3,35,El proyecto de ley asociado se encuentra en segundo trámite constitucional
128,Salud,Observatorio nacional e internacional de medicamentos y otros dispositivos médicos.,Observatorio nacional e internacional de medicamentos y otros dispositivos médicos.,70%,9914-11,Modifica el Código Sanitario para regular los medicamentos bioequivalentes genéricos y evitar la integración vertical de laboratorios y farmacias.,https://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=9914-11,,,,,1,,,,,Comisión Mixta,"0,7",3,29,3,35,El proyecto de ley asociado se encuentra en segundo trámite constitucional
129,Salud,Perfeccionar la ley Ricarte Soto,"Perfeccionar la ley Ricarte Soto redefiniendo el método de priorización, incorporando el riesgo vital y mejorando el registro de pacientes.",0%,,,,,,,,,,,,,,0,,,,0,No se conocen proyectos de ley asociados a esta promesa.
